 date ,Condition,region/,season,TEMPERATURE UNIT,forecast_provider,alertLevel/, time_of_day ,Cloud Cover, wind_direction /,uvIndexCategory,precip_type,humidity category, visibility band ,stormName/, day/Night , Temperature °C ?,temperature °f,humidity_%,wind speed kph,rainfallMm, Pressure Hpa ,visibility_km, DEWPOINT °C ,feelslike_°c,snowfall_cm
10/04/2021, stormy ,north,summer,Celsius,Accuweather,yellow,evening,Clear,nw,extreme,sleet,missing,veryPoor,NA,day,13152,NaN,"19,684",7360,8688,17389,9418,£12609,,12838
18/02/2022,cloudy,,NaN,fahrenheit,MET OFFICE,yellow,Night,mostlyCloudy,NaN, veryHigh ,missing,comfortable,good,franklin,night,12347,missing," 6,916"," 7,785",missing,£8515," 5,916",10313,12567,missing
2022-06-08,SLEET, east ,SUMMER,Celsius,accuweather,Yellow,Night,mostly_cloudy,sw, moderate ,rain,oppressive,moderate,arwen,day,£19648,18192,£4403,18456,5077,-999,NaN,18149,NaN,£8216
05/02/2024,stormy,east, winter , fahrenheit ,accuweather,Yellow,Morning,PARTLY CLOUDY,-999,very_high,NA,,NA,Corrie,Day,£14019,17721," 5,184",6077,NaN,15849," 5,695",1472,12954,"11,902"
2023-09-29,sleet,West,Summer,celsius,accuweather,amber,evening,partlyCloudy,Nw,low,HAIL,COMFORTABLE,moderate,eunice,day,3015,2823,8450,-999,"16,089",£15802,6352,-999,,11907
21/08/2022,Foggy, coastal ,summer, celsius ,NA,RED,afternoon,Clear,E,high,rain,COMFORTABLE, Excellent ,Arwen,missing,15587,missing,8288,,£2717,4621,missing,"15,612",3640,4057
10/03/2021,windy,North,autumn,Celsius,met_office,red,afternoon, PARTLY CLOUDY ,n,LOW,HAIL,oppressive,MODERATE,dudley,night,£9218,9600,13215,8846,£1081,2192,NaN,£4718,2632,£19997
missing,SLEET,North,Autumn,Kelvin,metOffice,red,AFTERNOON,overcast,N,Low,hail,humid,moderate,Arwen,NA,£8021,NaN,5686,,£11023,9942,£15071,6383,£717,-999
2022-08-18,,inland,AUTUMN,celsius,Accuweather,,night, Mostly Cloudy ,S,high,rain,humid,NA,dudley,DAY,£17148,"15,715",,12970,£12430,5056,2372,£13574,missing,5598
,Cloudy,NaN,winter,Kelvin,met office,None,Morning,PARTLY CLOUDY,sw,veryHigh,none,humid,poor,FRANKLIN,NA,4489,£13236,10684,2227,2526,4682,18527,13799,8724,£12428
"Mar 02, 2023",,west,winter,CELSIUS,ACCUWEATHER,red,evening,PARTLY CLOUDY,N,NaN,,Humid,moderate,corrie,day,18082,1213,7028,18485,"11,804",1847,£88,   159,18706,15884
09/01/2023,WINDY,midlands,NA,kelvin,accuweather,YELLOW,Afternoon,mostly_cloudy,NA,NA,Sleet,OPPRESSIVE,VERY POOR,EUNICE,DAY,missing,-999,9140,4696,11106,,6188,£15602,NaN,3207
2021-07-27,-999,coastal,autumn,fahrenheit,,red,evening,Clear,NW,Extreme,Sleet,dry,moderate,ARWEN,day,£12685,13933,18250,,19301,£11727,4872,NaN,NA,
"May 12, 2022",Cloudy,MIDLANDS,summer,kelvin,accuweather, AMBER ,morning,partly cloudy,s,moderate, Hail ,-999,moderate,dudley,day,," 3,549"," 4,373",NaN,£2350,8455,449,"18,274",9357,16149
2024-09-11, stormy ,inland,Spring,celsius,-999,red,Morning,mostly_cloudy,w, High , rain ,missing,MODERATE,NA,day,£13973,3535,2666,3039,18873,19637,£15977,£64,4332,7972
2022-09-29,cloudy,Inland, spring ,FAHRENHEIT,NOAA, yellow ,evening, mostly_cloudy , s ,-999, SLEET ,-999,NA,arwen,day,15946,2343,NaN,6585,"17,949",6558,8710,2678,"10,559",16530
29/03/2021,Snowy,south,spring,kelvin,Met Office,yellow,Evening,OVERCAST,s,NaN, none ,oppressive,POOR,Eunice,day,-999,19405,8320,,£7128,2553,£343,15443,£5318," 8,810"
18/04/2022,cloudy,west,autumn,-999,Accuweather,none,,MOSTLY CLOUDY,ne, Moderate ,NaN, dry ,EXCELLENT,arwen,night,7687,19729,£13130,7057,17844,NaN,13504,£2818,£16468,
09/04/2021,STORMY,midlands,NaN,NA,MET OFFICE,-999,EVENING,clear,ne,very_high,rain,humid,Good,barra,day,2275,18123,10539,1086,15596,£12486,£7890,£6827," 2,980",£9588
2022-05-17,Sleet,Inland,NA,KELVIN,NaN,RED, night ,clear,w,VERY HIGH,hail,dry,moderate,franklin,day,19089,missing,4124," 2,903","19,275",,NaN,£18009,932,6036
2022-11-07,Foggy,west, autumn ,FAHRENHEIT,bbc,Yellow,MORNING,MOSTLY CLOUDY,n,NA,none,oppressive,Excellent, barra , day ,15398,11039,12549,16292,£30,13815,240,18709,8354,NaN
-999,foggy,east, SUMMER ,CELSIUS,bbc,none,night,partly_cloudy, n ,moderate, snow ,,NA,Eunice,Night,"17,766",12674,£6571,9646,£3230,7190,"15,883",4323,missing,18057
2024-04-05,Cloudy,-999,winter,fahrenheit,NaN,NONE, evening ,OVERCAST,Sw,very high, Sleet ,Comfortable,moderate,barra,day,13612,"19,506",1949,18829,394,-999,£19424,9079,£1479,7013
10/03/2021,Foggy,Coastal,NaN,missing, bbc ,RED,morning,clear,E,extreme,sleet,OPPRESSIVE,missing,franklin,day,18766,£7912,13520,missing,-999,15591,£5065,17497,18483,-999
10/02/2024,-999,west,AUTUMN,celsius, Weather.com ,NONE,evening,overcast,,Very High, none ,humid,excellent,corrie,NA,9865,8872,£2639,£7202,13050,10743,833,1114,10154,9512
19/04/2024,rainy, INLAND ,WINTER,fahrenheit,weather.com, amber ,morning,-999,W,Low,snow,dry,NA,eunice,night,16821,£7385,-999,-999,8850," 3,817",2213,£12455,"18,987","12,750"
19/02/2021,missing,North,SUMMER,kelvin,weather.com,none,evening,mostly cloudy,e,low,none, Oppressive ,MODERATE,dudley,DAY,NA,11835,£4642,-999,18930,-999,-999,," 8,572",17355
28/02/2022,sunny,north,NA,celsius,ACCUWEATHER,,-999,Clear,W,very_high,none,-999,POOR, ARWEN ,Day,11783,£14814,£14556,£17369,,14375," 8,501",11570,,6644
2023-03-18,-999,inland,summer,celsius,bbc,YELLOW,morning,clear,w,moderate,NONE, oppressive ,VERY POOR,NA,night,£8788,missing,   639," 2,043",4123," 1,648",missing,£3326,missing,NaN
26/09/2021,cloudy,midlands,spring,fahrenheit,Weather.com,red,afternoon,Partly Cloudy,S, Extreme , Rain ,comfortable,NaN,corrie,-999,11880,4247,2905,NaN,16465,4534,19618,£19642,£19293,-999
2021-06-30,foggy,coastal,summer,FAHRENHEIT,noaa,None,morning,overcast,se,moderate,hail, HUMID ,poor,barra,Day,£5929,6972,18740,NA,£18978,NA,15146,-999,NA,
2023-03-12,WINDY, East ,autumn,Kelvin,Met Office,Red,evening,Mostly Cloudy,Se,extreme,sleet, dry ,moderate,corrie,Day,," 3,160",£2163,4188,£3847,2908,3444,,472,£8353
2022-06-08,sleet,inland,winter,Celsius,met office, Yellow ,afternoon,partly cloudy,w,very high,Sleet,Humid,Excellent,barra, Day ,78,17274,13701,£17750,17679,£18780,1499,£4360,8500,14017
04/02/2022,FOGGY,East, autumn ,-999,bbc,None,evening,Mostly Cloudy,n,high,none,OPPRESSIVE,moderate,corrie,DAY,£15613,£6676,19992,15246,13133,9537,£4802,£15247,17005,11199
2023-03-30,foggy,NaN,winter,NaN,noaa,amber,AFTERNOON,mostlyCloudy,NA, MODERATE , snow ,Oppressive,GOOD,-999, night ,8535,1580,£8174,4499,"18,651",£10283,12652," 9,448",,-999
29/10/2021, sunny ,south,Summer, fahrenheit ,NOAA,None,night,MOSTLY CLOUDY,n, veryHigh ,none,COMFORTABLE,good,eunice,night,6544,403,£1763,missing,17624,506,2728,9081," 6,915",11781
"Apr 27, 2023",sunny,Inland,winter,celsius,WEATHER.COM,red,AFTERNOON,CLEAR,NaN,extreme,HAIL,comfortable,Excellent,DUDLEY,night,6996,9676,3866,16779,NA," 9,613",4043,"19,949",,5810
2024-03-31,rainy, inland ,AUTUMN,Kelvin,Noaa,,afternoon,overcast,W,Low,rain,dry,excellent,franklin,night,"14,408",10517,1061,5851,6544,7738,989," 6,533",19930,2799
18/05/2021,sleet,east,winter,kelvin,Accuweather,none,,OVERCAST,NW,Low,snow,OPPRESSIVE,poor,franklin,-999,"18,995",£3251,13618,7223,"10,093",6385,7158,2217,NA,19192
2023-08-02, snowy ,MIDLANDS,NaN,celsius,MET OFFICE,RED,afternoon,NaN,se,moderate, Snow ,NA, very_poor ,BARRA, DAY ,11989,8856,18401,12539,11553,6587,4261,2967,£7981," 5,800"
21/05/2024,SUNNY,Midlands,autumn,kelvin,accuweather,Red,morning,overcast, sw ,LOW,rain,COMFORTABLE, excellent ,barra,night,NA,2144,,£14051,5291,12981,missing,£2701,-999," 1,870"
10/11/2021,FOGGY,west,summer,fahrenheit,accuweather,yellow,,Clear,NaN,moderate,-999,Oppressive,veryPoor,barra,day,19278,NaN,11386,,845,5869,10189,£12882,17550,missing
2023-03-08,FOGGY,midlands,AUTUMN,kelvin,accuweather,red,evening,clear,E,very_high,rain,Comfortable,moderate,dudley,day,NaN,5717,,17551,13197,NaN,5439,£9421,11142,18642
19/03/2021,SLEET,east,summer,NA,Bbc,red,morning,mostly cloudy,sw,very_high,hail,comfortable,very poor,FRANKLIN,day,15849,12615," 5,248",missing,14526,£4345,£3973,5916,£1759,£6530
05/04/2021,SLEET, east , Spring ,celsius,noaa,yellow,-999,NaN, NE ,low,sleet,comfortable,missing,Eunice,night,11826,6014,18792,3174,£13533,£17179,11834,14663,16677,8474
2023-11-17,CLOUDY,East,spring,KELVIN,MET OFFICE, None ,NA,NaN,E,low,sleet,COMFORTABLE,veryPoor,EUNICE,NaN," 1,423",NA,£3100,"10,399",15089,9469," 8,391"," 3,880","18,150",12568
19/10/2022,-999,midlands,spring,celsius,Accuweather,YELLOW, EVENING ,CLEAR,n,Moderate,Rain, DRY ,POOR,BARRA,Day,13101,389,9926,£18073,5420,11651,£6282,£357,16076,£12873
22/03/2021,foggy,East,summer,,MET OFFICE,Amber, Morning ,overcast,S,high,hail,NaN,poor,Franklin,night,6226,3216,1377,19784,"17,607",-999,14048,7520,2375,£18578
03/04/2021, Stormy ,Coastal,WINTER,fahrenheit,weather.com,red,morning,partlyCloudy, NE ,moderate,None,DRY,Excellent,arwen, day ,5920,8107,14821,£7066,18902,£2241,,missing,11400,733
"Sep 30, 2024",Stormy,south,WINTER,NaN,NOAA,red,evening,mostly cloudy,e,VERY HIGH,none,oppressive,moderate,eunice,night,£9021,1712,-999," 2,811",-999,,£111,13403,£1156,-999
2021-09-06, RAINY ,INLAND,winter,KELVIN,Noaa, none ,morning,Partly Cloudy,missing,extreme,rain,oppressive,good,arwen,Day,17800,,14184,2045,£13586,16560,£18036,2045,12688,11845
-999,foggy,inland,WINTER,fahrenheit,accuweather,amber,evening,Mostly Cloudy,NW,veryHigh,rain,Humid,Moderate,franklin,DAY,1911,£17628,£8219,4231,£1304,19844,16089," 7,486",13908,2253
2021-05-22,foggy,east,summer,fahrenheit,accuweather,,missing,overcast,N,high,SLEET,COMFORTABLE,poor,EUNICE,night,"12,100",19808,5595,£82,£6015,15845," 2,883","14,650"," 9,991",-999
26/08/2023,SNOWY,east,-999,NA,metOffice,AMBER,evening,, w ,veryHigh,Hail,oppressive,VERY POOR,-999,night,£2200,2730,"13,763",16327,£2,£12702,£7931,£2516,4252,NA
13/07/2021, cloudy ,north, autumn ,KELVIN,Noaa,yellow,afternoon,overcast,NA,low,Rain,Dry,Very Poor,franklin,missing,10374,16143,£9285,19600,£13092,"16,612",13609,£10755,"10,817",12277
"Sep 20, 2021",foggy,east,Autumn,fahrenheit,Weather.com,yellow,EVENING,MOSTLY CLOUDY,sw,EXTREME,Snow,HUMID,Moderate,NA,NaN,8950,17938,,15301,-999,£8379,"15,844",13242,17127,"14,913"
26/09/2021,foggy,west,Winter,fahrenheit,met_office,AMBER,afternoon,mostlyCloudy,sw,high,SNOW,dry,excellent,Corrie,Night,7981," 6,639",£11483,18023,"14,206",£16362,8356,13048,£1069,703
2024-05-02,snowy,Coastal,winter,Celsius,MET OFFICE,red,MORNING,NaN,w,extreme,SLEET,comfortable,-999,franklin,night,3219,10235," 3,082",12778,£15166,16981,1439,13534,£16123,8056
NaN,windy,East,NA,,BBC,red,EVENING,missing,n,Moderate,NONE,humid,moderate,corrie,Day,7602,12871,   912,missing,£19011,£1674,£3088,NA,11526,missing
2022-09-13,windy,North, spring ,kelvin,weather.com,NA,NA,Overcast,s,very_high,SNOW,dry,,-999, day ,11740,7874,3615,NA,5589,-999,   445,9447,4431,£18835
2023-06-22,-999,midlands,summer,CELSIUS,Accuweather,Yellow,NaN,clear,Nw,high, rain ,Dry,moderate,DUDLEY,day,15669,14534,13419,9543,9302,13789,,1124,"14,770","18,336"
27/01/2021,foggy,Coastal, spring ,celsius,MET OFFICE,none,morning,overcast,-999,high,sleet,Oppressive,,arwen,Day," 8,052"," 9,794",10310,2236,10017,7099,missing,12398,£3013,9059
10/11/2022,rainy,midlands,spring,NaN,ACCUWEATHER,Yellow,afternoon,clear,N,Very High,none,humid,moderate,eunice,NIGHT,5149,6134,£4223,1129,19118,1581,£8358,9350,9426,
2022-08-10,Rainy,north,spring,celsius,missing,Amber, NIGHT ,mostlyCloudy,S,extreme,snow,-999,moderate,dudley,Night,12885,13791,£19555,12966,"13,919",558,£2725,£2901,,"14,600"
2021-12-26,RAINY,South,autumn,fahrenheit,ACCUWEATHER,red,morning,Partly Cloudy,e,extreme,SNOW,NA,moderate,franklin,DAY,5548,4978,19931,13143,19985,£16294,14293,2061,19923,15146
2021-04-30,FOGGY,-999,SUMMER,Celsius,bbc,YELLOW,EVENING,clear,e,Low,HAIL,HUMID,VERY POOR, arwen , Night ,13280,NaN,£10215,10682,6975,18744,£10592,10886,3761,3575
"Mar 19, 2022",sleet,SOUTH,summer,NA,Accuweather,amber,Evening,MOSTLY CLOUDY, W ,low,none,humid,moderate,barra,day,£3640,8237,7319,£3400,"18,579",16677,"10,480",772,19305,7420
04/07/2023,snowy,West,Winter,celsius,noaa, none ,Evening,overcast,n,Low,snow,Dry,moderate, corrie ,NaN,7087,£9857,323,4586,7798,14002,£3113,9983,"15,258",£10938
"Jan 31, 2021", Rainy ,coastal,SPRING,Fahrenheit,MET OFFICE,red,afternoon,partly_cloudy,SW,high,SNOW,OPPRESSIVE,good,barra,day,16638," 8,332",£2697,13804,missing,3172,£14211,14643," 8,170",8517
"Dec 03, 2021",rainy,coastal,SPRING,NaN,bbc,NaN,NA,partly cloudy, Ne ,Low,hail, humid ,excellent,barra,night,"18,509",1145,NA,-999,3080,11307,£9013,12027," 8,129",5145
04/04/2024,Sleet,midlands,winter,kelvin,missing, none ,-999,mostly_cloudy,sw,NaN,hail,COMFORTABLE,very_poor,dudley,Day,12918,£9578,missing,5505,"19,163",£18583,£2955,10944,NA,"14,355"
"Dec 23, 2024",Foggy,east,spring, KELVIN ,Bbc,missing,night,NA,W,moderate,snow,humid,GOOD,dudley,NaN,"12,799",3796,missing,£18527,£17503," 4,077"," 7,790",missing,£13073,£19554
2021-11-14, Stormy ,MIDLANDS,SPRING,Fahrenheit,noaa,RED,morning,CLEAR,se,NA,rain,DRY,excellent,franklin,DAY,£11962,2047,7105,3147,15941,16701,£17931,£6836,13719,11350
2024-05-31,snowy,midlands,autumn, fahrenheit ,noaa,amber,morning,clear,sw,very_high,NONE,Oppressive,missing,franklin,NA,,11556,3036,£8661,£2083," 3,370","10,669",missing,£18125,£916
23/08/2023,Windy, midlands , WINTER ,fahrenheit,metOffice, none ,night,overcast,E,extreme,snow,dry,,arwen,Night,6241,missing,12186,7459,975,missing,6113,,"10,619","15,001"
2023-01-09,windy,SOUTH,WINTER,Kelvin,weather.com,,morning,Clear,se,high,sleet,Oppressive,missing,Barra,,-999,"12,911",16302,NA,£4391,6968,NA,1868,10581,NaN
24/08/2022,windy,INLAND,winter,Fahrenheit,met office,red,MORNING,partlyCloudy,n,very_high,snow,dry,-999,NaN, day ,3339,£2252,5079,14444,7634,£2814,14059,4859,,7067
27/05/2022,sleet,inland,missing,kelvin,Noaa,red,Morning,OVERCAST,E, low ,rain,humid,Poor, DUDLEY ,Night,6380,18425,118,4258,£2895,"17,156",6465,2419,1465,4167
NaN,foggy,West,Autumn,-999,bbc,red, night ,Overcast,W, very_high ,RAIN,comfortable,moderate,franklin,night,missing,NaN,NA,£5296,£126,14314,19267,£13444,"17,688",6318
2021-07-09,foggy,inland,winter,celsius,accuweather,NA,evening,Mostly Cloudy,n,High,Sleet,humid,Moderate,arwen,day,-999,"14,470",14629,NA,   305,7407,13879,6021,7454,   994
2024-01-18,cloudy,west,Summer,kelvin,met_office,none,morning,OVERCAST,s,NA,rain,Oppressive,poor,EUNICE,night,18132,12336,8005," 2,174","15,523",£4355,NaN,4029,£2308,12664
2023-11-20,foggy,MIDLANDS,Spring,Kelvin,Met Office,NONE, NIGHT ,partlyCloudy,se,Moderate, hail ,comfortable,MODERATE,arwen,day,7906,17741,15818," 1,619",3856," 4,900",-999,"13,556",19774," 1,642"
13/10/2023,cloudy,east,winter,Fahrenheit,bbc,Red, night ,clear,n,extreme,hail,comfortable, EXCELLENT ,NA,night,," 3,057",£691," 6,160",19892,12181," 3,082",8880,7189,£14823
19/05/2024,windy,north,SUMMER,CELSIUS,noaa, None ,Evening,overcast,NE,High,NaN,comfortable,moderate,BARRA,Night,7316,16611,13668,6219,NA,2938,£18591,3116,15610,missing
17/09/2021,cloudy,South,spring,CELSIUS,noaa,,evening,mostly_cloudy, N ,HIGH, sleet ,comfortable,poor,Eunice,DAY,267,NaN,19692,£826,1381,17453,-999,NA,12067,8852
missing,rainy,inland,autumn,Celsius,Met Office,none,NIGHT,partlyCloudy, W ,High,None,HUMID,VERY POOR,Corrie,day,5728,13740,19823,6666,1146,10911,13313,£9744,NA,8687
13/07/2023,snowy,north,Autumn,-999,weather.com,yellow, night ,OVERCAST,S,extreme,rain,dry,moderate,EUNICE,NA,7794,missing,19770,£11562,£17100,11467,-999,NaN,1102,13065
23/04/2024,snowy,Midlands,NA,Fahrenheit,WEATHER.COM,red,missing,Clear, S ,Very High,hail,NaN,-999,dudley,NIGHT," 6,730",NA,"17,291",3653,97,768,"13,806",,12964,4385
NaN, SLEET ,INLAND,autumn,fahrenheit,NA,red,night,Mostly Cloudy,NA,HIGH,sleet,comfortable,moderate,,night,"11,981",NaN,11252,9531," 1,958",£6383," 4,318",18209,19253,2913
2022-05-31,Snowy,WEST,SPRING,NaN,ACCUWEATHER,none, EVENING ,partly_cloudy,Sw,missing,missing,NA, POOR ,barra,NIGHT,8152,408,10916,15240,5730,,missing," 9,468",NA,£9646
27/11/2021,Sleet,inland,SPRING,NaN,Met Office,Red,morning,PARTLY CLOUDY,missing,very high,Rain,OPPRESSIVE,poor,arwen,night,10757,6011," 9,360",£3942,11099,17577,NaN,-999,-999,18464
03/06/2023,Sunny,west,Winter,,Bbc,red,evening,missing,e,EXTREME,RAIN,comfortable,very_poor,corrie,NA," 4,920",17660,£10679,17941,missing,15109,13405,12285,13129,10417
15/09/2022,snowy, MIDLANDS ,SPRING,Celsius,WEATHER.COM,amber,night,clear,W,Moderate,Hail,comfortable,moderate,barra,day,7991,"10,661","15,809","13,119",18748,19047,missing,13973,2371,13635
24/09/2022,FOGGY,east,AUTUMN,Fahrenheit,accuweather,Yellow,missing,mostlyCloudy,E,VERY HIGH,missing,comfortable,excellent,FRANKLIN,night,£5100,NaN,16131,£16752,7609,17306,8167,-999,"12,027",missing
2021-08-24,Foggy,midlands,NaN,Kelvin,weather.com,Yellow, morning ,Overcast,nw, high ,SNOW,Oppressive,,corrie,day,3576,18959,9026,235,£14107,4893,6843,18741,£249,18300
2022-11-15,windy,West,autumn,Celsius,weather.com,amber,Evening,,-999,high,Snow,oppressive,moderate,franklin,night,NA,missing,5097,10434,6821,17816,13872,2067,13204,NaN
13/05/2021,sleet,SOUTH,winter,fahrenheit,ACCUWEATHER,-999,morning,MOSTLY CLOUDY,sw,Low,sleet,Comfortable,good,Eunice,night,8795,"12,057",5426,2673,NaN,NaN,17324,15674,4245,5231
02/01/2024,STORMY,North,winter,celsius,MET OFFICE,red,evening,overcast,w,low,NONE,comfortable,moderate,eunice,day,"13,914"," 7,179",£9789,11010,1158,15203,£3835,NaN,9543,£10276
2022-12-30,sleet,SOUTH,autumn,celsius,metOffice,red,AFTERNOON,OVERCAST,E,veryHigh,rain,humid,MODERATE,franklin,night,2572,322,10815,"16,949",13735,5316,15482,missing,14693,5512
29/04/2021,FOGGY,NORTH,autumn,kelvin,ACCUWEATHER,yellow,NIGHT,MOSTLY CLOUDY,e,extreme,sleet,comfortable,VERY POOR,corrie, day ,£14640,£16694,2170,2975,NaN,5701,14378,-999,"16,143",2591
missing,Cloudy,south,-999,,accuweather,amber,evening, MOSTLY CLOUDY ,ne,low,HAIL,comfortable, good ,FRANKLIN, Night ,,NaN,£17700,"17,993",£19880,13123,£13663,£13774,10176,7114
01/05/2024,WINDY,NORTH,winter,fahrenheit,accuweather,none,-999,,e,extreme,none,dry,moderate,corrie,Night,£8581,£12779,9006,missing,4194,£2614,£661,16662,"19,059",NA
26/01/2021,sunny,north,WINTER,CELSIUS,BBC,None,NIGHT,missing,,HIGH,hail,Oppressive,,eunice,night,8315,16192,14010,4861,"10,066",12214,9601,1551,£7811,2972
03/03/2022,sleet,MIDLANDS,Winter,Fahrenheit,met_office,Yellow,Afternoon,partlyCloudy,W,low,Sleet,DRY,moderate,FRANKLIN,night,missing,15104,missing,6985,5448,8999,£18243,,4755,-999
"Jun 03, 2023",SUNNY,south,-999, Fahrenheit ,NA,NONE,NA,clear,e,low,Sleet,HUMID, moderate ,EUNICE,night,15420,£8141,5270,"15,981","17,210","14,827",4390,-999,19969," 7,319"
23/08/2024,STORMY,south,Spring,kelvin,noaa,NaN,evening,partly_cloudy,W,high,snow,NA,good,eunice,NaN,missing,4174,4192,£17551,10023,£10777,7553,"16,780",5832,NA
2023-06-27,stormy,Midlands,NA,kelvin,metOffice,yellow,morning,partlyCloudy,NaN,LOW,HAIL,comfortable,NA,franklin,night,157,missing,NA,11260,12742,18800,4934,£15690,565,7821
2023-08-20,rainy,SOUTH,autumn,kelvin,Weather.com,none,morning,overcast,w,low,Rain,DRY,MODERATE,arwen,night,NA,"12,892","13,482",£3368,"11,009",13308," 2,640",£19888,"11,328",15507
2021-10-20,cloudy,NA,missing,celsius,Noaa,amber,EVENING,overcast,se, EXTREME ,Rain,oppressive,very poor,-999,night,£13830,NaN,2421,"12,847",14853,,3729,8955,4769,missing
06/10/2024,STORMY,north,SPRING,FAHRENHEIT,bbc,Red,night,missing,sw,MODERATE,HAIL,oppressive,Good,corrie,day,£6192,£16547,19164,,10055,14987,6362,13378,7066,missing
31/10/2022,-999,Inland,winter,fahrenheit,-999, yellow ,missing,Clear,ne,missing,sleet, humid ,-999,eunice,NIGHT,6327,2171,£4064,"18,609",12786,3226,6382,£9822,NA,£2177
2022-06-23,RAINY,south,SPRING,kelvin,noaa,none,Morning,MOSTLY CLOUDY,s,VERY HIGH,HAIL,dry,Very Poor,Arwen,Day,"13,401",1397,3182,1784,-999,19896,12303,,18401,£4616
2023-05-10,NaN,south,Winter, fahrenheit ,NOAA,red,Night,partly_cloudy, n , moderate ,NONE,humid,Poor,DUDLEY,day,10006,3684,14441,10712,7330,5335,£14465," 7,241"," 9,002",£5276
-999,stormy,south,autumn,celsius,accuweather,yellow,evening,CLEAR,SE,moderate,hail,COMFORTABLE,NA, dudley ,Night,9611,17909,-999,7459,£16155," 5,413",11333,17246,-999," 7,967"
11/06/2023,CLOUDY,inland,winter,Fahrenheit,Met Office,Red,night,Partly Cloudy,se,Low,NONE,oppressive,EXCELLENT,corrie,day,13509,,5710,9787,4120,4037,"14,891",3386,7254,18082
24/07/2022,-999,WEST,AUTUMN,celsius,accuweather,amber,MORNING,overcast,W,LOW,Hail,DRY,POOR,missing,day,135,12353,7008,£9442,14624,15864,14715,3918,NaN,£13886
2024-12-10,windy,MIDLANDS,winter,Fahrenheit,Weather.com,missing,Evening,overcast,e,moderate,missing,oppressive,NA,dudley,NIGHT,738,"18,966",£9068,16706,£16466,2738,9898,1358,18127,missing
20/12/2023,rainy, south ,,kelvin, Bbc ,none,evening,OVERCAST,SE,extreme,sleet,oppressive,NaN,CORRIE,Night,2748,13459,18830,£12933,16703,16038,11810,£2808," 5,154",
20/09/2024,sunny,north,spring,Kelvin,MET OFFICE,-999,-999,MOSTLY CLOUDY,W,low,,Oppressive,excellent,arwen,day,"15,955",NA,NA,18025,-999,£11077,NA,18459,11154," 5,664"
27/12/2024,stormy,NA,NaN,Kelvin,-999,Red,night,Overcast, S ,low,hail,humid,Excellent,Franklin,DAY,12010,11884,£9949,£17243,5114,-999,15231,2140,19541,8287
NA,rainy,COASTAL,summer,Kelvin,met_office,Amber,night,clear,missing,very_high,sleet,DRY,excellent,eunice,NIGHT,missing,£12091,-999,missing,-999,£15354,3696,12700,4324,£17778
2021-11-01,sleet,coastal,WINTER,fahrenheit,,yellow, afternoon , OVERCAST ,e,extreme,none,-999,EXCELLENT,Arwen,night,£10237,   584," 9,418",£14771,19117,186,"16,224","12,949",4727,
2022-04-10,SUNNY,NaN, Summer ,FAHRENHEIT,BBC,yellow,Evening, Mostly Cloudy ,NA,Very High,RAIN,Oppressive,moderate,missing,day,NA,4405,12060,3705,7844,£14947,3551,£7559," 8,594",8027
2024-06-17,rainy,MIDLANDS,autumn,fahrenheit,ACCUWEATHER,none,NIGHT,partlyCloudy,N,moderate,-999,dry,Moderate,franklin,NA,12059,"10,572",3057,"12,483",missing,£3839,10722,11700,6934,£16149
2021-09-07,sleet,inland,spring,Fahrenheit,accuweather,AMBER,night,Partly Cloudy,sw,LOW,sleet,humid,excellent,Franklin,day,5755,"11,110",10620,£12794,16780,missing,"13,216",2963,£18120,6712
07/06/2023,foggy, west ,SPRING,CELSIUS,noaa,red,night,partlyCloudy,se,EXTREME,snow,HUMID,NA,eunice,day,13929,3054,£3366,14132,missing,3521," 9,627",7464,10702,11889
13/07/2021,sleet,MIDLANDS,winter,celsius,noaa,Red,Evening,missing,s, low ,SNOW,NA,veryPoor,DUDLEY,Day,NaN,£13237,9059,£14559,19833,NaN,13373,4083,14877,13815
2022-06-22,NA,inland,summer,fahrenheit,missing,none,night,overcast,nw,Moderate,rain, humid ,good, franklin ,night,1384,£1847,18987,,£8821,£8899,,"10,421",£19745,3509
15/05/2021,WINDY,missing,Winter,celsius,Accuweather,amber, morning ,overcast,w, Low ,hail,NaN,moderate,eunice,day,7998,14002,£8263,"19,796",missing,5725,-999," 3,848",158,
"May 03, 2022",rainy,coastal,winter, Kelvin ,bbc,missing,morning,mostly cloudy,N,MODERATE, rain ,Oppressive,-999, Dudley ,night," 8,845",12532,,missing,16751,19630,£15529,NA,19704,6823
21/02/2021,sleet,missing,WINTER,FAHRENHEIT,bbc,Yellow,night,Partly Cloudy,Nw,extreme,rain,oppressive, Very Poor ,-999,day,94,NaN,"13,445",5493," 3,018",3878,2008,19464,14357,1691
2021-07-10,sleet,north,Winter,kelvin,accuweather,red,morning,PARTLY CLOUDY,s, moderate , sleet ,oppressive,poor,dudley,NIGHT,3189,"10,689",£12892,6058,5135,missing,5118,12039," 7,645",15397
2021-06-21, rainy ,Midlands,AUTUMN,KELVIN,accuweather,yellow,night,overcast,n,extreme, RAIN , comfortable ,,ARWEN,DAY,3423,-999,15345,9413,£4325,missing,£4609,18649,6364," 2,814"
2022-05-12,WINDY,North,AUTUMN,kelvin,missing,YELLOW,afternoon,Mostly Cloudy,E,-999,,HUMID,good,dudley,Day,NA,100,3603,NaN,£16212,4882,NaN,7564,£3970,11117
