date,Genre,RATING,language,Format,franchise?, PRODUCTION STUDIO , release season , budget band ,distribution?,SEQUEL,Award Noms, filmingLocation , CINEMATOGRAPHY ,Lead Actor, soundMix , runtimeMin ,box office $m,metascore,userscore,screens, opening $m ,marketing_$m,CGI SHOTS,IMDB VOTES, oscarWins 
16/05/2024,horror,18,MANDARIN,2D, standalone ,disney, Autumn ,$10-50m,missing,yes,8+,canada,digital,b-List,atmos,11000,3810,"10,197",£15693,-999,6590,12291,14227,-999,4151
05/02/2024,ACTION,missing,French,Streaming,FRANCHISE,Universal,,$50-150m,limited,YES,8+,CANADA,imax70mm,newcomer, atmos ,8239,4163,15760,"14,845",10290,9120,10577,7711,£14801,NaN
2023-12-16,documentary,Pg, english ,NA,Spin-Off,Sony,winter,$50-150m,NaN,no,8+,Uk,,a-list,dts,7188,-999,1925,19047,4016,7136,5799,NaN,11576,8219
2021-08-16,drama,12A,Hindi,STREAMING,-999,PARAMOUNT,Summer,$10-50m,streaming,yes,8+,-999,imax 70mm,newcomer,dts,14784,17521,786,-999,10424,3791,£9050,"11,604",£6527,6929
22/08/2024,NA,missing,SPANISH,imax,reboot,Paramount,spring,>$150m,NA, no ,1-3,australia,film, b-list ,atmos,12424,5976,missing,7850,14027,"13,984",11581,NaN,£2773,-999
28/12/2022,NA,-999,english,3d,standalone,Sony,SUMMER,$10-50m,NA,yes,0,Us,film,Newcomer,dolby,3082,,7512,14725,£16075,£7311,1036,-999,5012," 4,056"
"Jan 12, 2021",DRAMA,NaN,Spanish,imax, spin-off ,Paramount,summer,>$150m,LIMITED,no,0,australia,digital,a-list,Dolby,4419,£13626,18394,,9365,3985,16269,3689,"18,404",17391
2023-09-04,DRAMA,15,english,2d,spin-off,disney, summer ,$50-150M, CINEMA ,YES, 1-3 ,uk,film,b-list,atmos,,9099,15745,£18154,19376,8985,15148,2898,missing,£18561
11/03/2024,comedy, G ,english,IMAX,standalone,PARAMOUNT,AUTUMN, >$150m ,STREAMING,yes,4-7,missing,FILM,B-LIST,dolby,"10,285",£8596,£1161,,1054,£450,£10816,NaN,"16,508",missing
2022-06-12,action, 12a ,french,Imax,franchise,Universal,spring,>$150m,streaming,Yes,0,canada,Digital,newcomer,dolby,£5649,308,17687,£12010,4224,18445,"13,712",missing,5691,£13217
2021-06-12,comedy,r,mandarin,streaming,standalone,disney,WINTER,$10-50m,DIRECT-TO-DVD,missing,1-3,NZ,film,B-List,DTS,1159,12610,2007,12894,£8982,744,13700,16756," 5,061",8612
05/02/2021,COMEDY,g,FRENCH,streaming,reboot,paramount,summer,>$150M,,Yes,1-3,,DIGITAL,NaN,NaN,-999,16967,missing,16731,1549,8189,14330,18261,   625,"13,651"
NA,ACTION,g,spanish, 2d ,NA,universal, autumn ,>$150m, cinema ,yes,8+,Us,Film,Newcomer,dts,6886,1232,19113,5881,14892,15688,£9070,7141,"15,719"," 8,530"
2022-12-31,Horror,12a,HINDI,Imax,spin-off,paramount,Spring,<$10M,STREAMING,no,8+,nz, imax70mm ,a-List,atmos,1872,NA,3762,3207,3983,18727,"12,781",4830,10297,NaN
-999,missing,R,Hindi,3d,NA,paramount,SUMMER,$10-50m, streaming ,No,-999,canada,imax 70mm,a-list,DOLBY,£8909,4386,,£13773,missing,"14,682","17,527",,6686,missing
2021-07-17,Documentary,12a,Hindi,streaming,FRANCHISE,Universal,winter,>$150M,DIRECT-TO-DVD,no,1-3,NA,film,newcomer,DTS,£15066,8425,8487,712,£10767,NA,13702,19455,7446,£3679
30/06/2024,documentary,NA,hindi,STREAMING,standalone,disney,WINTER,$50-150m,cinema,no,1-3,australia,imax70mm, b-list , dts ,£9369,15220,14098,16552,8629,missing,537,15358,missing,£7391
2021-07-19,ACTION,G,French,IMAX,Spin-Off, Warner ,NA,$50-150m, limited ,no,NA,UK,IMAX 70MM, A-List ,dolby,missing,6032,10224,13294,4264,£5602,£12884,£4230,missing,£4352
03/03/2024,animation,G,ENGLISH,streaming,REBOOT,disney,summer,$10-50m,DIRECT-TO-DVD,NO,4-7,-999,film,b-list,dolby,8083,6997," 2,543",1350,14910,13164,1699,4364,538,15992
2024-12-17,horror,G,hindi,imax, SPIN-OFF ,,summer,>$150m,cinema,yes,,us,FILM,missing,atmos,14170,£1784,£5870,3391,14000,£68,10895,14061,12704,£19690
07/06/2022,,15, Spanish ,Streaming,STANDALONE,disney,NA,>$150m,direct-To-Dvd,no,4-7,australia,digital,B-LIST,DTS,NA,   900,"18,736",4155,17297,5689,1911,missing," 4,394"," 1,446"
03/10/2022,drama,g,ENGLISH,2d,reboot,Warner,NaN,>$150m,cinema,no,4-7,uk,imax 70mm,b-List,atmos,-999,£13200,3876,18295,£9989,"18,162",578,NA,," 9,389"
2023-11-24,drama,12a, mandarin ,imax,standalone,warner,winter,NaN,direct-to-dvd,yes,4-7,australia,FILM,A-List,DTS,£14578,14769,13651,11559,7320,missing,2794,6335,13560,2810
13/02/2024,ACTION,15,FRENCH,2d,reboot,WARNER,autumn,<$10m,streaming,YES,1-3,Us,film,b-List,dolby,NA,"14,927"," 8,251",£10853,5197,7333,£16936,,3094,£16795
"Nov 08, 2021",NA,pg,Spanish,streaming,franchise,Disney,Spring,$50-150m,Cinema,no,0,australia,imax 70mm,A-LIST,dolby,4361,£5359,10705,"12,397",£13005,2221,11884,£3642,-999,1026
"Dec 27, 2023", animation ,NaN,english,2d,spin-Off,DISNEY,summer,missing,LIMITED,yes,4-7,CANADA, film ,NaN,Dolby,12492,3471,2943,5824,1221,1866," 1,500",7798,£19378,8626
2024-06-19,DOCUMENTARY, r ,Spanish,2d, REBOOT ,Paramount,-999,<$10m,, no ,8+,AUSTRALIA,IMAX 70MM,NaN,NA,6816,12521," 6,379",11965,"14,907",£11366,£1445," 1,170",1092,14388
2024-12-09,animation, PG ,hindi,NaN,reboot,sony,autumn,>$150m,Direct-To-Dvd,No,0,canada, Digital ,A-List,missing,2307,"16,711",5977,NaN,18067," 1,954",missing," 5,208",19331,11971
2022-04-13,ANIMATION, 18 ,french,missing,franchise,Warner,winter,$50-150m, streaming ,NA,1-3,us,imax 70mm,NA,atmos,£7554,11515,10602,14912,16378," 7,373",18626,15514," 2,564",16161
28/06/2024,drama,15,English,Imax,Franchise,UNIVERSAL, summer ,<$10m,-999,Yes,4-7,NZ, DIGITAL ,newcomer,dolby,   916,£13044,17459,£4419,£4270,2557,£4647,1302,£18487,£5645
01/09/2023,COMEDY,, spanish , 2d ,missing,universal,AUTUMN,>$150m,LIMITED,NA,-999,australia,digital,Newcomer,DOLBY,£4116,18511,7148," 6,646"," 1,970",2310,£7216,4404,8675,5179
-999,DRAMA,g,NA,NA,REBOOT,Warner,missing,$10-50m,cinema,no,NaN, us ,digital,newcomer,dts,984,,"19,320",12925,£11364,NA,missing,17855,£16260,13458
25/01/2024,drama,pg,english,streaming,reboot,Paramount,SPRING,$10-50m,Limited,Yes,0,us,Imax 70mm,newcomer, dolby ,"17,927",NA,£340,NaN,4808,5607,13172,"11,855",£5897,£7698
"Nov 11, 2021",documentary,15,FRENCH,3d,, sony ,autumn,$50-150m,STREAMING,yes,8+,us,film,NA,Dolby,£13246,15188,14443,£14512,6395,18102,19513,12621,7556,-999
NaN,DOCUMENTARY,15,SPANISH,2D,franchise,Paramount,autumn,<$10M,limited,no,0,canada,imax70mm,newcomer,dolby,£7601,£10689,4422,   979,£1208,missing,missing,11841,£720,12674
"Sep 03, 2022",COMEDY,15,ENGLISH,3d,,NaN,Winter,>$150M,NaN,NO,8+, US , film ,A-List,NA," 4,184",14015,6200," 4,290","19,640"," 5,671",£1876,16166,9256,5624
31/10/2024,comedy,g,english, IMAX ,REBOOT,Sony,summer,NA,streaming,Yes,8+,-999,DIGITAL,B-List,dolby,16116,-999,899,3323,3540,19206,14206,15467,4406,
"Sep 01, 2021",Comedy,12a,MANDARIN,3d,SPIN-OFF,Disney,winter,$50-150m,Cinema,no,1-3,australia, imax70mm ,a-List,atmos,£14474,£6313,£3411,"18,549",£10399," 6,734",18474,11621,missing,307
,action,18,French,2D,franchise,DISNEY,winter, $50-150m ,cinema,Yes,1-3,us,Imax 70mm,B-LIST,atmos,NA,17754,965,"14,571"," 5,425",missing,6550,£18785,1546,11771
2022-02-11,Drama,18,spanish,streaming,reboot,paramount,AUTUMN,$10-50m,CINEMA,no,-999,Canada,FILM,B-List,atmos,1094,£8256,19140,5150,17841,482,4297,15679," 2,702",NaN
2021-08-31,ACTION,12a,hindi,2d,spin-Off,universal,spring,$10-50m, Streaming ,yes,8+, Us ,IMAX 70MM,newcomer,DOLBY,£2180,NA,18402,11568,,15725," 5,935",10369,-999,£8443
04/07/2023,drama, R ,FRENCH, 3D ,SPIN-OFF, Disney ,,$50-150m,direct-To-Dvd,Yes,8+,australia,Digital,newcomer,atmos,4551,8842," 9,810",4724,4631,12759,6763,missing,£11923,224
2023-04-07,horror, R ,French,2d,FRANCHISE,Sony,winter,$10-50M,streaming,no,1-3,,imax 70mm,NA,atmos,missing,2611,3100,£12651,15972,£16626,£15093,NaN,£15272,3657
05/11/2021,DRAMA,G,english,3d,reboot, universal , autumn ,$10-50m,missing,Yes,8+,nz,film,b-list,DOLBY,7963,4219,missing,1116,1522,£6701,10845,2550," 3,668",11367
2024-07-13,documentary,missing,hindi,3d,FRANCHISE,paramount,spring,$50-150m,CINEMA,yes,1-3,US,Digital,B-List,dts,11310,,£6835," 2,874",5380,"18,087",   549,15606,8664,3452
25/05/2023,-999,12a,English,NaN,reboot,NaN,autumn,$50-150M,STREAMING,No,8+, Australia ,film,newcomer,,11957,£14894,12276,4324,775,4801,9397,3321,"13,319",-999
-999,NaN,15,spanish,2d, standalone ,DISNEY,autumn,-999, Direct-To-Dvd ,,0, nz ,,Newcomer,-999,7942,11799,11891," 4,065",10470,-999,10220,5267,1149,4654
14/04/2023,Animation,g,English,IMAX,REBOOT,paramount,Summer,missing,direct-to-dvd,yes,,nz,imax_70mm,a-list,DTS,"18,325",12922,7524,8707,14442,"13,383",NaN,"11,424",£7412,£1682
2021-08-12,documentary,R,english, 3d ,STANDALONE,Warner,winter,$10-50m,DIRECT-TO-DVD,no,0,CANADA, film ,NaN,dts,,13855,12288,NaN,"17,465",NaN,17032,"11,974","16,220",NaN
07/05/2021,action, 15 ,English,3d,spin-off,disney,Winter,$10-50m,NaN,no,0,us, imax70mm ,NEWCOMER,atmos,£10190,3339,17833,£2039,3409,16660,NaN," 4,631",£16209,1189
11/04/2021,-999,-999,english,NA,SPIN-OFF,disney,autumn,missing,Direct-To-Dvd,no,8+,nz,film,NEWCOMER, Dolby ,£13471,18698,£6320,"17,795",,£7578,13087,NA,2205,NA
20/05/2021,missing,g,Hindi,Streaming,franchise,SONY,autumn,$10-50m,CINEMA,Yes, 4-7 ,australia,digital,Newcomer,dolby,"19,946",9843,NA,8355,10147,£18617,6366,11374,"11,583",£8640
13/07/2024,action,18, english ,2D,reboot,universal,Summer,$10-50m,Limited,no,4-7,-999,IMAX 70MM,A-List,Atmos,NaN,NA,421,5652,"18,437","17,366",13492,18349,"10,028",16748
14/01/2022,NaN,18,HINDI, 2d ,Spin-Off,UNIVERSAL,autumn,$10-50m,Cinema,,1-3,Canada, DIGITAL ,a-List, DTS ,-999,16629,"19,390",    11,5299,5294,2166,5942,"17,614",19369
15/03/2021,horror,12a,mandarin,3d,SPIN-OFF,warner,Summer,missing,cinema,No,0,canada,digital,a-list,atmos," 8,714","15,715",9326,£3695,19226,,"10,491",8699,missing,
2021-12-29,animation,12a,english,3d,reboot, warner ,Autumn,$10-50m,direct-To-Dvd,Yes,missing,canada,IMAX 70MM,a-list,dts,NA,3477,8015,NA,8161,19058,£18436,14440,16293,-999
2021-08-04,ANIMATION,g,English,Imax,Standalone,missing,SPRING,NaN,CINEMA,yes,1-3,missing, digital ,b-List,ATMOS,,"17,687",11452,15480,10498," 4,162",3385,7540,"11,455",£11992
2024-02-07,horror,NaN,NaN,3d,,Paramount, summer ,$50-150m,LIMITED,no,0,CANADA,imax_70mm,B-LIST,dolby,8090,14568,8034,missing,£11552,6109,6335,144," 4,183",£6636
2023-02-12,Drama,g,english,Imax, Franchise ,Sony,winter,>$150m,limited,yes,8+,uk,DIGITAL,NEWCOMER,Atmos,2577,"14,150",112," 6,090",£1783,8975," 4,273",18928,4012," 8,964"
2024-07-22,drama,r,NA,streaming,Standalone,sony,summer,missing,limited,no,1-3,australia,,NEWCOMER,ATMOS,16879,16039,NaN,847,"15,612",19358,£11013,8553,"17,639",17005
23/09/2023,DOCUMENTARY,PG,Hindi,streaming,missing,Universal,WINTER, <$10m ,DIRECT-TO-DVD,YES,4-7,NA,film,B-LIST,dts,2762,4251,7723,£19676,14458,9976,"13,848",2528,£7547,-999
2023-12-20,Drama,18,mandarin,2d,spin-Off,disney,winter,<$10m,NA, NO ,1-3,Nz,imax 70mm,newcomer,DTS,13571,10499,1030,7458,"15,470",£4062,£4738,15250,15859,£17676
03/06/2022,Animation,Pg, SPANISH ,streaming,reboot,warner,Summer,$50-150M,Streaming,, 8+ ,Nz,Digital,B-List,NA,£6810,19747,£19666,"18,106",£17369,NaN,NA," 4,000",1462,
2021-08-20,,-999,ENGLISH,2d,spin-off,Disney,autumn,>$150m,missing,yes,0,australia, Film , b-list ,atmos,"14,118",NA,£14965,3923,£15532,8428," 6,888",18607,17147," 1,142"
NaN,DOCUMENTARY,15,French,Imax,Franchise,disney,WINTER,>$150M,cinema,Yes,0,NZ, film ,NEWCOMER,Atmos,1164,10468,589,2937,4816,8902,14614,£13708,12580,"12,376"
23/11/2022,animation,12a,ENGLISH,streaming,franchise,DISNEY,AUTUMN,>$150M,Direct-To-Dvd,YES,8+,canada,digital,b-list,atmos,£160,NaN,NA,16384,11065,19239,13368,-999,7113,"16,015"
03/02/2023,Action,R,, Streaming ,standalone,sony, summer ,>$150M,cinema,NA,0,Uk,imax70mm, newcomer ,ATMOS,£19235,1791,18410,7790,£12212,12770,1458,missing,1592,"16,069"
2024-03-03,drama,r,hindi,Streaming,spin-Off,PARAMOUNT,AUTUMN,<$10m, direct-To-Dvd , No ,8+,us,imax_70mm, newcomer ,ATMOS,8327,,£8598,NA,13447,8773,7366,,18529,8490
2024-07-11,Animation, PG ,MANDARIN,NA,spin-off,Paramount,winter,$50-150M,cinema,NO,8+,uk,digital,NEWCOMER,ATMOS,NA,2104,5712,"15,639",6364,1376," 1,645",£7378,12465,961
,documentary,g,FRENCH,2d,FRANCHISE,SONY, spring ,-999,LIMITED,yes,4-7,australia,imax70mm,newcomer,atmos,"18,268",£9624," 8,356",18965,£12204,missing,17082,12264,16893,8299
2022-02-18,drama,12a,french,NA,franchise,warner,summer,<$10m,limited,no,8+,AUSTRALIA,DIGITAL,missing,ATMOS,3732,-999,5480,£15612," 7,843","14,743",16824,1485,£496,8337
"Feb 20, 2024",DRAMA,12a, french ,streaming,Reboot,missing,Summer,<$10m,Cinema,yes,0,australia,Film,B-List,missing,18627,9910,"16,490",17981,£2679,missing," 4,853",1944,5455," 5,947"
14/04/2023,animation,R,Spanish,imax,Spin-Off,WARNER,autumn,$10-50m,CINEMA,yes,1-3,,film,a-list,dolby,-999,2383,2345," 9,046",NaN,"16,136",6795,"16,863",12460,£11309
2023-08-24,Action,-999,MANDARIN,2d,SPIN-OFF,Disney, spring ,$10-50m,LIMITED,no,4-7,US, digital ,newcomer,atmos,15336,3325,5049,£19716,13948,15589,5096,10518,£17715,1920
2021-08-12,drama,g,HINDI,2d,STANDALONE,warner,autumn,<$10M,streaming,no,1-3,-999,imax_70mm,A-LIST,dolby,£12984," 3,892",   177,18210,12564,6519," 7,591",,"19,523",NA
"Dec 12, 2024", documentary ,15,-999,streaming,standalone,Sony,Summer,<$10m, limited ,no,4-7,uk,digital,B-LIST,ATMOS,10541,"18,112",18760,6308,£2130,10638,17764,16794,42,
2024-03-20,Drama,pg, mandarin ,3D,standalone,sony,spring,NA, limited ,yes,0, canada , digital ,newcomer,Dts,"10,106",2102,9083,£1393,missing,2484,690,5053,-999,-999
19/08/2021,action,15,Mandarin,Streaming,reboot,warner,winter,$10-50m,NA,yes, 4-7 , nz ,film,Newcomer,dolby,14623,£15850,4414,"17,888",1836,12547,16482,5408,£18917,781
12/08/2024,drama,r,English,streaming,missing,SONY,Autumn,<$10M,Direct-To-Dvd,no, 4-7 ,us,DIGITAL,newcomer,-999,14052,-999,7414,5425,18762,5704,16651,£4211,13868,10077
11/06/2021,documentary,18,English,3d,STANDALONE, universal ,spring,$10-50m,streaming,missing,8+,-999,DIGITAL,b-list,missing,£7737,2659,10080,2484,9858,"17,773",1817,8645,NaN,
2023-03-04,action,g,english,missing,STANDALONE,-999, spring ,$50-150m,-999,,-999,NZ,film,NaN,Atmos,14350,   639,19290,"13,038",19432,18193,£19795,11574,8032,missing
missing,DRAMA,12A,english,imax,FRANCHISE,missing,Winter,<$10m,,no,0,uk,FILM,Newcomer,NaN,13103,,15932,15020,6885,£1296," 3,745",10129," 3,016",14490
missing,documentary,pg,missing,2d,standalone,WARNER, spring ,NaN,cinema,NO,1-3,australia,digital,a-list,atmos,11628,486,13407,£17867,1584,11248,1597,1046,19344,17504
29/12/2023,ACTION,15,hindi,missing,franchise,Disney,winter,$10-50M, limited ,no,0,NA,Imax 70mm,Newcomer,dts,6593,1628,6467,"12,312",1899,10119,11329," 8,677",£3408,"16,650"
"Nov 20, 2023",animation,15,NA, 3d ,spin-Off,Paramount,winter, $50-150m ,cinema,YES,4-7,us,FILM,a-list,atmos,8159,8309,17303,12509,2068,missing,2406,10155,£7958,"10,308"
2022-10-26,comedy,g,french,imax,franchise,warner,summer,<$10m,,NO,,australia,imax70mm,a-list,dts,7586,£19708,," 5,970","16,474",13244,3790,"19,228",NaN,"12,826"
"Jul 20, 2024",Documentary,18,spanish,IMAX,FRANCHISE,disney,autumn, $10-50m ,Streaming,yes,8+,australia,Imax 70mm,newcomer,ATMOS,NaN,missing,14913,10739,6686,"18,036",9597,£10257,-999,18845
06/11/2021,drama,18,spanish,2d,reboot,Warner,summer,$10-50m,-999,no,0,uk,FILM,newcomer,NaN,15104,15843,4869,£9229,£14805,missing,5912,2530,1050,"10,564"
20/05/2022,drama,G,hindi,streaming,standalone,paramount,winter,>$150m,limited,no, 8+ ,UK,imax70mm,missing,Dolby,£14818,£1259,11921,£6492,-999,10616,missing," 4,080",missing," 1,034"
"Nov 12, 2021",ACTION,R,MANDARIN,imax,spin-off,universal,spring,>$150M,DIRECT-TO-DVD,yes,0,australia,imax_70mm,newcomer,Dolby,16773,missing,"19,279",17917,8309,5199,6060,"13,040",NaN," 8,085"
-999,horror,12a,,3d,reboot,Warner,NA,$10-50m,Streaming,-999, 8+ ,us, Film ,NaN,dolby,8179,8764,"12,553",11930,£7652,8653,NA,10241,NaN,9824
2024-08-03,comedy,r,hindi,NA,spin-off,Paramount,spring,<$10m,limited,yes,-999,canada,digital,a-list,dolby,8488,8619,7901,NA,6600,,"10,524","15,802",16832,   921
03/10/2023,Documentary,NA,Mandarin,2d,spin-Off,sony,AUTUMN,$10-50m,cinema,yes,4-7,uk,Imax 70mm,newcomer,NA,2175,-999,16242,13463,,£8487,16729,"11,840",NaN,£15056
2021-09-02,action,R,,NA,spin-Off,Warner,Winter,>$150M,Limited,yes,8+,uk,Film,a-List,Atmos,17899,14094," 3,540",1405,£17366,9863," 7,808",missing,£13601,12844
"Oct 29, 2021",Action,12a,SPANISH,imax,REBOOT,Warner,summer,$10-50M,limited,no,1-3, Canada ,Film,a-list,DOLBY,"16,299",10856,   299," 3,056",13733,£19033," 9,412",,14572,"11,351"
2021-06-16,Horror,18,Hindi,,reboot,disney,spring,>$150m, STREAMING ,no,8+,US,Digital,newcomer,dolby," 1,140",9713," 5,637"," 3,531",8764,£15040,,13888,NA," 4,137"
03/10/2023,Horror,G,hindi,2d,franchise,sony,summer,<$10M,limited,YES,4-7,nz,Digital,A-List,atmos,missing,6234,missing,missing,"17,654",17766,NA,£7732,£19204,16812
11/10/2024, COMEDY ,G,NaN,2d,franchise,Universal,spring,<$10m,cinema,-999,0,Canada,Film,, dts ,1078,3485,missing,1950,£9766,6709," 7,952"," 6,651",17921,"11,515"
"Jan 16, 2023",Drama,g, hindi , 2d ,franchise,paramount,summer,$50-150M,cinema,yes,4-7,uk,film,missing,NA,11691,15640,12793,6857,5462,,,17305,3876,18955
24/06/2023,DRAMA,18,french,imax,spin-off,universal,autumn, >$150m ,streaming,yes,4-7,Us,imax_70mm,b-list,DTS,,990,missing,"12,618",1519," 7,052",NA,£13088,13477,£16235
2024-07-28,horror,18,mandarin,2d,standalone,DISNEY,autumn,<$10m,limited,no,4-7,nz,film,newcomer,missing,14682,"13,121",5983,217,3131,8027,8456,14589,£8419,615
2023-11-11,ANIMATION,12a,MANDARIN,Imax,Franchise,Paramount,winter,$50-150m,cinema, yes ,8+,,imax 70mm,-999,atmos,7647,2305,"10,092",-999,£17964," 2,917",£6058,,18613,£6773
30/04/2023,ACTION,12a,mandarin,3d, Spin-Off , sony ,autumn,missing,streaming,yes,0,canada, digital ,b-list, DTS ,14905,-999,-999,£17829,"12,558","18,253","16,925",12914,NaN,NA
2021-02-26,action,Pg,mandarin,missing,franchise,disney,spring,>$150m,NaN,NO,0,uk,DIGITAL,b-list,-999,NA,£18113,18672,16465,missing,18804,,18049,17065,£16229
02/01/2023,drama,15,spanish,Imax,Spin-Off,Warner,autumn,$10-50m, streaming ,missing, 0 ,canada,imax 70mm,a-list,dolby,11342,8497,-999,NaN,2800,12618," 3,842",8702,499,15363
2021-02-04,,g,SPANISH,imax,reboot,warner,Summer,>$150m,limited,yes,8+,Uk,film,B-LIST,Atmos,14664,8942,10825,13630,NaN,14391,-999,£6253,£13759,17146
02/02/2023,Documentary,15,hindi,3d,Franchise,warner,spring,,Streaming,Yes,1-3,uk,film, newcomer ,atmos," 3,704"," 4,950",6222,722,7463,3758,16402,£8222,17363,missing
09/12/2021,action,15,Spanish,streaming,,PARAMOUNT,SPRING,$50-150m,LIMITED,missing,1-3,uk,imax70mm,B-LIST,ATMOS,"15,139"," 4,883",NA,8543,6650,£17554,19019,missing,NA,15564
2024-03-11,NaN,12a,spanish,IMAX,NaN,universal,SPRING,<$10m,missing,missing,8+,CANADA,Film,a-list,dts,9991,missing,3972,11193,,-999,   865," 8,881",£14829,£19193
10/06/2021,drama,Pg, english ,3d,REBOOT,paramount,SPRING,<$10M,CINEMA,Yes,8+,uk, IMAX 70MM ,B-LIST,DTS,1753,7625,830,6443,12608,NaN,NA,£18926,9825," 7,152"
2023-01-01,missing,r,French,3D,Spin-Off,warner,spring,$10-50m,direct-To-Dvd,yes,NA,AUSTRALIA,imax 70mm,A-LIST,atmos,£4754,-999,11106,669,15824,-999,4585," 4,541",£4365,"13,272"
29/06/2024,animation,18,NaN,imax,Franchise,NA,Autumn,>$150m, cinema ,-999,8+,nz,DIGITAL,a-List,DTS,"17,747",12914,9046,19849,,£9320,£2873,11764,£16425," 1,018"
22/12/2023,animation,12a,FRENCH,streaming,standalone,disney,summer,$50-150m, limited ,NO,0,australia,-999,b-List,NaN,missing,£11871,7254,£12943,£13476,7486,NA,5555,14870,14638
2023-07-21,comedy,pg,spanish,3d,spin-off,Sony,WINTER,$50-150M,missing,No,1-3,AUSTRALIA,film,b-list, dolby ,8783," 6,777",NA,"19,707","12,589",19463,,17398,£924,2863
16/04/2021,horror,missing,NA,3D,franchise,UNIVERSAL,,NaN,Limited,yes,8+,AUSTRALIA,film,b-list,atmos,"11,777",11548,6224,missing,2686,9905,10062,14967,NA,11152
08/05/2024,documentary,r,,streaming, spin-off ,paramount,winter,$10-50m,cinema,yes,8+,Uk,imax70mm, b-list ,dolby,7814,13334,129,£6362,17745,2666,1536,15285,6444,
28/07/2023,horror,pg,English,2d,FRANCHISE,Warner,autumn,$10-50m,direct-to-dvd,no,1-3,-999, Digital ,b-list, dts ,8296,18590,14455,4639,7681,11105,10468,7041,£14383," 4,438"
2024-01-01,Comedy,12A,French,3d,reboot,warner,autumn,NA,Direct-To-Dvd,no,1-3,uk,digital,B-LIST,dolby,£11569,,5609,£16344,9716,£18522,8974," 9,834",1085,
2022-03-16,drama,missing,NaN,Streaming,franchise,Sony,-999, >$150m ,Cinema,yes,1-3, NZ ,Imax 70mm,Newcomer,atmos,16566,1307,£18775,4380,19666,15799,£5658,16634,£2655,"15,920"
14/02/2024,Animation,R,Spanish,IMAX,FRANCHISE,paramount,autumn,$50-150m,-999,,4-7,nz,DIGITAL, Newcomer ,Dolby,£14357,£18757,missing,4526,-999,11138,NaN,2555,1379," 2,820"
missing,horror,12A,FRENCH,Imax,Franchise,NaN,summer,>$150m,cinema,yes,1-3,uk,film,a-List,DTS,5818,18397," 8,853",4400,5500,£5393,10848,14330,   229,"19,371"
31/03/2021,Animation,pg,english,3d,Franchise,paramount,autumn,>$150m,cinema,no,4-7, australia ,imax_70mm,B-List,atmos,16085,3773,7654,£8764,£2270,2440,4182,£9523,NaN,
2023-04-15,HORROR,g,SPANISH,Streaming,Standalone,Universal,Summer,$10-50M,STREAMING,no,1-3,canada,film,newcomer,atmos,11481," 8,786",£17604,13583,5452,4934,NA,£81,15694,£12403
25/09/2023,animation,15,HINDI,imax,reboot,disney,spring,$50-150m,Limited,no,0,Uk,Film,a-list,ATMOS,14051,,4218,4459,5070,4831,£6492,14473,£12061,£6277
2023-03-29,horror,15, english ,2d,reboot,sony,Autumn,NA,cinema,No,8+,canada,digital,b-List,dolby,2615,"13,554",17171,7415,"13,271",£3634,"17,155",£3823,missing," 8,892"
29/04/2022,action,pg,french,NA,Standalone,NA,Summer,$10-50M,direct-to-dvd,Yes,4-7,NZ,IMAX 70MM,A-LIST,Dolby,£11212,1069,10869,175,,10579,-999,"14,088",£13769,11082
2021-08-09, ACTION ,G,mandarin,imax,spin-off,PARAMOUNT,spring,<$10m,Direct-To-Dvd,-999,0,nz,digital,b-list,Atmos,17797,-999,-999,2336,13507,-999,,2488,11649," 9,786"
2024-09-14,Comedy,18,spanish,3d,STANDALONE,missing,summer,$10-50m, cinema ,YES,0,canada,imax 70mm,A-LIST,-999,7895,10116,3150,1431,6017," 2,241",604,10364,£10970,15685
missing,action,g,french,NA,REBOOT,SONY,Spring,<$10m,direct-to-dvd,Yes,4-7,Nz,digital,newcomer,Dolby,7073,missing,5038,£14001,missing,15329,£10080,16532,missing,10368
2023-01-06,NA,pg,mandarin,2d,,UNIVERSAL,summer,<$10M,Cinema,no,1-3,Uk,digital,newcomer,dolby,9168,17179,17032,9558," 4,504","18,705",£8308,7456,£12774," 8,925"
2022-01-01,action,g, Spanish ,imax,franchise,sony,,$50-150m,,Yes,1-3,uk,FILM,newcomer,dolby,4354,6292,£10807," 6,353",3244,8182,5161,4800,1547,18855
04/07/2023,action,15,hindi,imax,franchise,warner,Autumn,$10-50M,cinema, no ,,canada,film,A-List,atmos,-999,"16,241",-999,£16282,missing," 8,953",14549,NaN,8674,13983
08/08/2024,horror,18,mandarin,3D,NA,paramount,WINTER, <$10M ,Cinema,Yes,8+,uk,digital,A-LIST,ATMOS,12178,17068,14210,17154,14747," 9,984",£6357,15075,£15549,16639
"Apr 25, 2021",animation,12a,HINDI,streaming,reboot,Universal,spring,NA,direct-to-dvd,yes,8+,missing,IMAX 70MM,A-LIST,ATMOS,16135,"16,772",13623,11590,13407,10425,13468,"11,193",£8579,4970
2021-07-10,-999, 15 ,hindi,3D,spin-Off,disney,winter,>$150M,Direct-To-Dvd,no,-999,australia,film,B-List,Dolby,2144," 6,959",6468,6488,2382,NA,13610,16634,"17,682",£6683
