Date,Genre,format?, language ,binding,audience,Publisher?,series,EDITION, illustrated ,AWARD WINNING,BESTSELLER TIER,age_group,Region Setting,authorNationality,Signed?,pages,Chapters,WORD COUNT,rating ⭐?,PRINT RUN, rrp£ ,discount %,stock_units,reprints/,FILM RIGHTS £
NaN,biography,Paperback,english,spiral,ya,HARPERCOLLINS,yes,1ST,NO,YES,LONG-TAIL,18+,-999,-999,missing,13225,"11,242",6669,1049,£6029,7068,12014,214,3641,-999
"Jun 07, 2021",SCI-FI,AUDIOBOOK,french,stapled,adult,harpercollins,yes,1st,no,no,long-tail,18+,europe,india,no,200,-999,17127,10845,NaN," 5,266",4844,£8076,1838," 3,340"
27/01/2024,THRILLER,Hardback,french,GLUE,YA,penguin,No,3rd,yes,yes,Top-100,6-12,americas, japan ,no,   672,471," 7,921",missing,8658,£1997,£133,"15,679",4965,£5415
"Jul 01, 2022",biography,ebook,german,sewn, ya ,macmillan,no, 1st ,NaN,yes,Top-10,6-12,,canada,yes,8032,10230,4464,3610,9574," 5,082",9392,,£2624,14447
missing,history, hardback ,spanish,glue,ADULT,harpercollins,Yes,1ST,NO,,long-tail,13-17,OCEANIA,INDIA,YES,7656,4735,£2992,562,£15397,"17,202",12508,missing," 3,888",£9056
2023-10-29,ROMANCE,hardback, FRENCH ,sewn,CHILDREN,harpercollins,no,2nd,no,no,top-10, 13-17 ,africa,canada,no,4548,£6532,NA,11133,£3372,4697,£9613,15932,-999,17583
NA,thriller,hardback,german, STAPLED ,ya,NaN, YES ,revised,yes,yes,-999,13-17,oceania,Japan,yes,1146,£12836," 9,741",£2729,£4666,£19051,13428,17407,NaN,6422
2022-06-19,Romance,hardback,spanish,SPIRAL,children,harpercollins,no,Revised,yes,no,NA,,NaN,JAPAN,YES,16969,8576,NaN," 1,997",NA,missing,12021,-999," 6,802",£19511
2024-12-22,thriller,hardback,German,sewn,Children,Penguin,yes,1st,no,NaN,LONG-TAIL,13-17, americas , us ,YES,"13,917",15251,18418,£9655,7190," 6,151",18962,176,17141,NA
09/01/2023,romance,paperback,spanish,spiral,ya, Penguin ,No,1st,yes,Yes,Long-Tail, 6-12 , asia ,-999,,NA,1803,"10,129",129,-999," 9,738",-999,7460,12312," 7,588"
2021-08-07,thriller,NaN,english,SPIRAL,ya,PENGUIN, no ,2nd,no,yes,NaN,18+, americas ,NA,YES,£5706,1428,£8273,£1297,19858,8141,19138,18094,19666,13196
21/07/2024,history, ebook , german , GLUE ,Adult,harpercollins,Yes,2nd,missing,NO,Top-100,18+, oceania ,canada,yes,4152,£18289,2646,missing,£6358,8441,"12,716"," 4,276",11075,2326
15/03/2021, history ,audiobook,spanish,Glue,ya,penguin, yes ,Revised,No, Yes ,long-tail,0-5,Asia,canada,No,3353,£11388,8528,15003,8238,15090,7915,"11,322",£8989,1880
NaN,thriller,hardback,-999,Glue,ADULT,penguin,No, 2nd ,Yes,yes,top-10,6-12,oceania,japan,No,19322,11689,"14,517",66," 3,231",11675,3170,,£7967,6535
2021-03-30,sci-fi,ebook,german,stapled,adult,HARPERCOLLINS,no,missing,no,no,top-100,6-12, americas , UK ,Yes,10159,£15284,missing,NaN,4007,£6577,9553,14162,19200," 2,852"
30/10/2024,,ebook,german,Glue,ya,MACMILLAN,YES,1st,yes,No,top-100,6-12,EUROPE,-999,no,£16757,17710,16955,£18694,14274,NA,3347,-999,£3983,1137
21/04/2022,BIOGRAPHY,hardback,spanish,sewn,NA, macmillan ,Yes,3rd, No , YES ,NaN,6-12,asia,us,yes,"19,769",16853,8091,15484,3459,11956,19991,"13,674",7234,2887
07/01/2022, sci-fi ,Hardback,german,Glue,NaN,Penguin, yes ,NaN, yes ,no,long-Tail,13-17,europe,japan,Yes,5952,10715,£3698,18174,9411," 1,297",£7409,14365,£7783,£18129
17/03/2024,history,Audiobook,Japanese,spiral,children,harpercollins,yes,3rd,Yes,YES,Long-Tail,6-12,-999,uk,no,3874,18203,-999,17906,91,12360,14667,7782,£8531,"18,187"
"Sep 10, 2022",history,audiobook,german,sewn,Ya,Macmillan,yes,1st,yes,no,Top-100,0-5,europe,UK,yes,3549,£4610,6323," 1,818",5995,£9170,579,8311,"19,389","19,125"
10/07/2024,romance,NA,ENGLISH,spiral,adult,penguin,no,1st,Yes,YES,TOP-10,NaN,europe,india,yes,10873,£18170,NA,£9940,-999,19623,11,14713,6479,16458
03/12/2024,fantasy,paperback,Spanish,stapled,ADULT,penguin,NO,3rd, yes ,NO,top-100,0-5, Asia ,uk,YES,16065,"11,916",£280,5015,4484,£3917,562,173,16906,14457
09/06/2022,biography,,NA,spiral,YA,Harpercollins,No,missing,no,no,top-10,13-17,europe,us,No,"18,531",8681,-999,5604,£4730,,12038,"11,432",18104,missing
2024-04-18,romance, hardback ,german,sewn,ya,SIMON & SCHUSTER,YES,1st,,Yes,long-tail,missing,americas,japan,No,5922,£2076,10450,7355,1586,10440,missing,7257,14194,NA
20/10/2021,missing,paperback,french,NA, adult ,Harpercollins,yes,revised,no,no,top-100,0-5,asia,us,no," 9,758","14,537",4120,NA,£8331,NaN,15739,9174,missing,NA
30/04/2022,biography, paperback ,german,, ya ,macmillan,NO,Revised,no,no,NA, 6-12 ,AFRICA,-999,YES,-999,7740,£13046,10553,NaN,-999,8463,18627,17297,2890
26/11/2023,Romance,EBOOK,German,glue,ya,-999,No,NaN,YES,,top-100, 0-5 ,africa,NaN,Yes,5458,£11787," 1,196",2507,10108,"12,907",14967," 2,822",5614,8394
14/03/2022,FANTASY,hardback,german,spiral,adult,HARPERCOLLINS,No,3rd,NO,no,top-100, 6-12 ,africa,us,YES,17405,2369,14366,NA,£5914,5567,2798,10874,13264,£6337
24/06/2022,thriller,PAPERBACK,spanish,glue,adult,NA,No,NA,NA,no,long-tail,18+,asia,canada,NO,"16,314",1600,£5626,£7670,14397,17507,14183,9266,£2568,16994
NaN,ROMANCE,Audiobook,english,stapled,CHILDREN,NaN,yes,2ND,yes,Yes,-999,0-5,africa,canada,no,£3195,"14,700",1800,14541,10190,"18,415",15229,13245,121,6669
19/04/2021,thriller,hardback,spanish,Spiral, adult ,harpercollins,YES,3rd,Yes,no,Top-10,13-17,americas,India,YES,201,10936,£8880,4238,3411,10360,-999,13570,£1771,-999
"Nov 30, 2023",FANTASY, paperback ,NaN,NaN,YA,macmillan,yes,REVISED,No,YES,Top-100,18+,OCEANIA,uk,no,"19,888","17,042",14008,NaN,NA,2344,13008,19791,"10,525",£2530
21/12/2023,sci-fi,audiobook,GERMAN,missing,adult,harpercollins,NO,NaN,yes,no,top-10,0-5,OCEANIA,India,no,13203,2085,£3364,£13948,4513,10641,NA,7085,£15979,NaN
22/09/2021,romance,ebook,english,sewn,adult, MACMILLAN ,no,2nd,no,no, Long-Tail ,18+,Europe,india,no,2865,19943,NaN,1767,19497,3079,9106,4322,9416,"14,291"
23/05/2023, History ,audiobook,missing,stapled,Children,macmillan, no ,3RD,yes,no,top-100,6-12,africa,india,yes,8494,15243,8133,17174,£5905,4141,NA,16413,223,£10662
2023-06-20,romance,Hardback,Japanese,glue,YA,simon & schuster,no,2nd,yes,YES, TOP-10 ,NA,americas,us,NO,15100,4915,£8085,"12,990",13051,"18,862",6388,,9560,£8623
19/09/2024, Biography ,EBOOK,french,SPIRAL,children,Penguin,yes,1ST,YES,no,top-100,0-5,oceania,uk,Yes," 5,127",13235,14096,£6748,NA,14627,1395,NaN,7626,10514
10/06/2022,thriller,paperback,french,STAPLED, children , penguin ,Yes,2nd,no,No,top-100,6-12,Oceania,JAPAN, yes ,£7389,£13784,19419,7205,£1070,,5173,NA,3613,£19946
28/06/2023,Fantasy,ebook,japanese,sewn,ya,macmillan, no , 3rd ,YES,YES,top-100,0-5,Americas,Uk,missing,NaN,77,£14666,1150,missing,8977,12516,7675,8474,13398
2022-06-04,history,NA,NA,NaN,Adult,penguin,no,3RD,No,yes,long-Tail,13-17, europe ,-999,YES,"16,647",10412,£9672,£15561,-999,3484,18594,1184,11320,19854
03/06/2023,romance,PAPERBACK,spanish,spiral,missing,macmillan,YES,1ST, no ,NO,-999,-999,Africa,us, yes ,379,7029,"11,736",13303,6007,2554,-999,19611,"14,279",4528
"Mar 21, 2024",thriller,missing,german,sewn,NA,simon&Schuster,NO,1st,,missing,TOP-10,18+,missing, US ,Yes,2862,7505,7297,1649,5306,£11610,4958,£12435,missing,7630
12/06/2022,history,audiobook,NA,stapled,Ya, MACMILLAN ,yes,2nd,No,Yes, top-10 ,missing,europe,INDIA,yes,18920,3906,£5982,£9236," 9,571",11687,2138,"16,929",£7839," 8,455"
10/11/2023,BIOGRAPHY,NA,NA,Spiral,ya,simon_&_schuster,No,2nd,no, yes ,NA,0-5,oceania,India,YES,"19,260",£19473,14611," 7,025",£18697,18766,13029,9299,NA," 2,102"
23/09/2023,fantasy,paperback,JAPANESE,glue,ya,-999,yes,1st,no,no,top-100,0-5,Asia,canada,yes,5642,18871," 5,848",,995,2998,7577," 2,019",8447,15188
08/10/2022, sci-fi ,EBOOK,german,stapled,Ya,macmillan,missing,revised,yes,yes,Long-Tail,13-17, Americas ,uk,yes,19783,missing,£16809,12625,6805,19398,missing,£18823,15377,4318
2022-12-25,thriller,Hardback,french,glue,CHILDREN,harpercollins,no,2nd,NA,no,top-100,6-12,asia,canada,yes," 5,762",£19616,3678,11704,15147,£13024,11351,"18,110",missing,9435
21/11/2022,missing,audiobook,german,sewn,ADULT,NaN,NA,,missing,no,top-100,13-17,africa,US,yes," 1,439",£1066,2621," 5,619","10,383",2143,17062,3676,missing,NaN
"Jun 24, 2024",Biography,ebook,Japanese,sewn,ya,macmillan,Yes,NA, no ,no,Long-Tail,missing,Europe,US,NA,10972,£5654,3517,£14533,4348,18855,NaN,-999,15226,4779
18/05/2024,Sci-Fi, hardback ,French,sewn,children,penguin,NO,1st,yes,YES,missing, 13-17 ,Asia,India,no,9690,£3863,£2316,7990,"14,480",-999,£9154,918,7616,11034
2021-08-13,thriller,paperback,japanese,Sewn,CHILDREN,SIMON & SCHUSTER,no,2nd,NA,NO,top-10,NaN,oceania,UK,no,5139,"13,202",12700,NaN,£15108,1573,£6445,"15,844",6141,
2024-06-19,thriller,HARDBACK,-999,glue,adult,Simon & Schuster,NO,2nd,No, NO ,top-10,0-5,,japan,YES,15086,14954,2758," 8,788",8445,"13,649",NA,367,"11,135",missing
2023-02-05,history,ebook, spanish ,spiral,ADULT,harpercollins,yes,-999,NaN,-999,,6-12,NaN,canada,No," 6,450",£3722,missing,NA,£8897,6881,15424,£12477,£9339,102
"Mar 21, 2022",romance,PAPERBACK,English,glue,NA,SIMON & SCHUSTER,yes,NA,NA,yes, TOP-100 ,13-17,europe,uk,yes,15518,NaN,NaN,12429,£18932,4310," 3,587",11123,NaN,209
"Aug 22, 2021",-999,NA,NaN,stapled,adult,Simon & Schuster,no,REVISED,Yes,missing,Top-100,13-17,Asia,Uk,no,2395,8162,13548,17942,19507," 7,346",7050," 2,660","15,942",£10528
18/05/2022,sci-Fi,PAPERBACK,German,Glue,-999, penguin ,No,REVISED,no,no, top-100 ,6-12,OCEANIA,NaN,no,10404,3181,"11,926",645,10825,-999,"13,673",7804,10666,9236
07/04/2023,history,Ebook,missing,Stapled,children,PENGUIN,-999,revised,no,NO,-999,missing,oceania,japan,no,1916,£3430,2704,14690,£1296,£5895,NaN,£9795,3648,5236
10/08/2023, history ,PAPERBACK,NA, GLUE ,ya,Harpercollins,no,2nd,No,yes,NaN,18+,OCEANIA,uk,Yes,17081,   233,NA,428,11928,-999,£802,13216,16578,
22/06/2022,thriller,audiobook,english,GLUE,adult,harpercollins,YES,1st,NaN,yes,top-100,18+,africa,india,no,"19,719",2646,£88,"15,553",NaN," 5,228",3944,15680,"11,267","11,052"
2022-09-10,History,hardback,spanish,spiral,Children,,NO,1st,No,no,top-100,6-12,asia,india,NaN,13109,7501,66,16756,5229,missing,1373,£14460,1308,6538
2021-11-25,ROMANCE, AUDIOBOOK ,french,missing, adult ,NaN,NO,revised,No,NA,top-100,18+,asia, US ,yes,1575,7466,2894,8316,4783,12132," 6,011",NaN,"18,789",£7293
"Nov 25, 2023",sci-fi,EBOOK,spanish,glue,NaN,harpercollins,yes,2nd,yes,YES,Top-10,13-17,europe,japan,YES," 7,647","19,442",12781,2002,19293,959,252,11141,15770,
"Jun 22, 2022",fantasy,audiobook,french,Spiral,ADULT, macmillan ,YES,2ND,no,yes,Long-Tail,6-12,asia,CANADA,yes,7159,£2625,£6861,-999,NaN," 5,857",18195,14287,17195,-999
"Mar 29, 2021",history,ebook,french,spiral,adult,Penguin,No,1st,No,missing,top-100,0-5,oceania,India,YES,7754,£15047,2260,"16,798",18392,7326,10414,18415,NaN,18081
2021-10-26,NA,audiobook,NA,sewn,Children,harpercollins,YES, 3rd ,yes,No, TOP-100 , 6-12 ,oceania, Canada ,yes,17170,11737,12826,18465,£890,8472,536,17447,£65,NA
23/05/2024, biography ,EBOOK,GERMAN,sewn,missing,PENGUIN,no,missing,yes,yes,top-10,-999,americas,uk,NO,-999,19464,-999,   595,5907,£15688,4289,9975,12992,"10,130"
"Feb 04, 2021",Sci-Fi,audiobook,FRENCH,NaN,Children,NA,no,3rd,no,no,long-tail,13-17,europe,us,yes,£8774,missing,3656," 1,805","10,391",19552,10349,,£14269," 3,672"
2024-04-20,biography,NA,Japanese,spiral,children,NaN,yes,3rd, yes ,-999,missing, 0-5 ,americas,CANADA,yes,7067,£13435,10817," 4,244",19516,-999,18410,missing,15835,9178
13/12/2022,THRILLER,PAPERBACK,,sewn,children,MACMILLAN,yes,Revised,yes,yes,top-100,13-17,europe,us,NO,,"16,640",£8018,£1863,missing,11157,18335,£17377,£12874,£2099
2022-12-29,HISTORY,paperback,spanish,STAPLED,ADULT, simon_&_schuster ,yes,revised,yes, yes ,long-tail,18+,europe,INDIA,Yes,14837,£7259,"14,623",16915,"17,539",5991,"18,124",NA,11278,1653
2024-08-04,FANTASY,hardback,german,SEWN,children, simon & schuster ,yes,Revised,NA,missing,top-10,6-12,Americas,Canada,no,123,18855,1303,16649,17570,17398,£6160," 6,706",,NaN
2024-11-11,FANTASY,,JAPANESE, Spiral ,ADULT,harpercollins,yes,1st,NaN,YES, top-10 ,18+,Africa,Uk, yes ,4662,"19,754",£175,NA,15026,17144,£4881,14403,10322,-999
08/05/2021,missing,Paperback,,,Adult,macmillan,,,no,no,top-10,6-12,oceania,INDIA,Yes,8369,8592,-999,8174,16582,"14,722",£14277,4580,NaN,19454
-999,,HARDBACK,German,Stapled,adult,simon&Schuster,missing,-999,Yes,yes,missing,13-17,OCEANIA,india,yes,missing,2780,948,4866,3222,5863,"11,966",NaN,,10579
,biography,Audiobook,FRENCH,sewn,ya,Harpercollins,Yes,1st,yes,yes,TOP-10, 13-17 ,oceania,japan,no,-999,19565,19237," 7,221",1646,17849,9470," 3,919",£19429,8125
2023-04-30, romance ,PAPERBACK,French,Glue,ya,missing,Yes,1st, yes ,yes,Top-10,18+,africa,Japan,no,,-999,1554,-999,17630,3011,£4562,"15,903",16273,"16,668"
NA,HISTORY,Hardback,german,GLUE,ADULT,penguin,missing,1st, NO ,yes,top-10,6-12,europe,uk,no,NaN,£2289,9905,missing,16914,977,19249," 3,967",1095,19617
2021-09-04,NaN,ebook,english,stapled,Adult,harpercollins,No,3RD, yes ,Yes,long-Tail,13-17, africa ,uk,no,"13,870",£9959,16650,£12993,14683,2918,£16363,16244,11362,-999
10/05/2024,history,EBOOK,japanese,GLUE,Adult,penguin,-999, 3rd ,yes, Yes ,long-tail,6-12,NaN, japan ,YES,£10906,2432,£2023,"10,201",2695,5094,£16870,"11,577",£8320,1653
"Jan 30, 2024",history,Ebook,spanish,spiral, children ,-999,Yes,3rd,no,no,top-10,,oceania,Canada, yes ,1979,16943,8590,NA,5601,17341,10718,11466,£1240,16616
2022-07-15,fantasy,paperback,GERMAN,sewn,CHILDREN,penguin,-999, 2nd ,yes,no,top-10,13-17,AFRICA,Canada,NA,£19292,missing,14621,1199,NA,973,£15160,15424,12128,5269
"Feb 22, 2023",biography,audiobook,German,glue, children ,harpercollins,no, 3rd ,NO,NO,long-tail,18+,EUROPE,canada,,1661,,5110,13268,12248,12718,19123,12529,1887,4865
11/09/2023, thriller ,missing,NaN,missing, children ,harpercollins,-999,NA, YES ,no,top-100, 6-12 ,Asia,US,yes,14051,11940,2816," 4,551",missing,£583,6337,"15,242",£9855,£12045
30/12/2023,biography,audiobook,missing,SPIRAL,ya,penguin,yes,revised,no,NO,-999,6-12,asia,us,Yes,18705,-999,,13798,2044,£13325,£3759,missing,7049,13289
20/09/2024,-999,paperback,JAPANESE, glue ,adult,macmillan,no,2nd,no,Yes,long-tail,NA,africa,,no,"14,628","17,393",£19115,"19,618",13700,1080,£13215,£446,6808,8576
02/03/2024,, audiobook ,french,stapled,CHILDREN,penguin,no,3RD,yes,no,long-tail,6-12,EUROPE,Japan,no,£10035," 7,368",6195,-999,"11,032",6307,£10352,£4480,16207,3841
2024-09-17,-999,Audiobook,SPANISH,glue,YA, SIMON & SCHUSTER ,No,2nd,No,No,top-100,18+,Oceania,NaN,No,£11345,missing,6433,16212,7961,3761,14743,10117," 1,291",17375
"Dec 02, 2022", romance ,paperback,spanish,, Children ,simon_&_schuster,no,1st,Yes,YES,top-10,0-5,Asia,Japan,no,14480,2278,16411,12062,"14,610",£6352,4087," 9,515",4384,"12,013"
24/12/2021,biography,paperback,NA,missing,ya,harpercollins,,3rd,yes,yes,LONG-TAIL,0-5,oceania,canada,,667,14837,17359,10065,1485,12811,"13,238",5978,missing,NA
2022-11-18,sci-fi,AUDIOBOOK,spanish,spiral,adult,penguin,YES,REVISED,No,yes,long-tail,6-12, asia ,india, No ,NA,missing,16068,£18867,6112,183,-999,5895,£15323,5818
16/02/2022,Thriller,Paperback,french,missing,children,harpercollins,no,revised,Yes,no,top-100, 13-17 ,americas,,no,£12823,missing,14260,11321,,13405,5187,"15,746"," 7,372",
2023-10-26,missing,audiobook,Japanese, STAPLED ,NA,NaN,no,3RD,yes,yes,LONG-TAIL,18+,oceania,JAPAN,yes," 5,304",14877,2076,1179,2631,6968,£17030," 5,253",6219,3146
05/05/2024, biography ,paperback,spanish,glue,adult,,no,NA,, YES ,NA,6-12,-999,uk,yes,7909,NA,NaN,1197,12943,7871,4749,88,missing,"18,784"
2024-11-23,SCI-FI,Paperback,english,spiral,adult,macmillan,no,revised,no,No,TOP-10,6-12,NA,uk,Yes," 8,402",4931,£17272,-999,14586,5095,6423,£6744,£10324,6281
19/06/2022,thriller,audiobook,JAPANESE,Spiral, children ,penguin,No, 3rd , yes ,Yes,long-tail,13-17,africa,japan,No,17181,15483,"16,180",17444,9820,"19,309","17,258",19881,3517,£4900
"Jan 04, 2021",romance, ebook ,japanese,spiral,-999,PENGUIN, yes ,2nd,YES,No,long-Tail,NA,africa,NA,Yes,724,£3702,   503,,10655,NaN,15952,£12186,£17282,£8427
"Jul 20, 2021",biography,Ebook,english,NaN,Adult, macmillan ,no,1st,no,NaN,top-100,6-12, africa ,Canada,NaN,£5625,18808," 6,014",17355," 3,372",13527,NA,12341,12431,NaN
14/05/2023,biography, Audiobook ,Japanese,glue,ADULT,penguin,yes,revised,no, YES ,Top-10,6-12,oceania,uk,yes,1046,10234,4944,15412,-999,12300,1277,£15369,2940,-999
2022-04-18,history,audiobook,japanese,sewn,Ya,missing,yes,-999,no,NO,TOP-10,6-12,asia,us,no," 6,537",9068,19803,£9901,4914,"13,446"," 5,673",19342,17000,NaN
18/11/2021,romance,PAPERBACK,german,SPIRAL,adult,PENGUIN,yes,1st,yes,no,top-10,6-12,europe,INDIA,no,2254,4396,17943,10838," 1,205",1419,£14029,£13841,-999,15826
28/07/2022,fantasy,-999, Spanish ,NA,YA,PENGUIN,NA,1ST,yes,missing,top-10,missing, africa ,us,yes,£12432,"19,787"," 4,105",£9640," 1,400",1074,2919,   832,," 6,126"
2024-03-02,NaN,paperback,japanese,spiral,NaN,-999,no,3rd,No,no,long-Tail,0-5,asia,us,no,4517,5362,NaN,"16,648",7897,NA,£631,13820,11059,
2024-11-05,history,Paperback,french,stapled,children,harpercollins,,3rd,no,No,top-100,18+,oceania, india ,Yes,1467,,£5710,£2366,19648,11928,£9421,2036,7182,"16,056"
2024-08-16, THRILLER ,hardback,german,-999,Children,Harpercollins,,3rd,No,no,-999,18+,africa,uk, NO ,£18737,12361,17205,16228,19975,9427,£7477,18174,5063," 6,896"
20/08/2024,Fantasy,audiobook,ENGLISH,stapled,adult,Penguin, Yes ,1st,no,NO,NA,13-17,Europe,india,no,missing,5553,,207,£14444,£19453,4366,NaN,7483,"12,007"
27/09/2021,Biography,Hardback,spanish,sewn,Adult,SIMON & SCHUSTER,yes,1st,yes,no,,13-17,-999,CANADA,yes,11334,8975,12279,   247,8375,£15137,15811,14888,£1980,13328
17/01/2023,Biography,paperback,english,sewn,Children,harpercollins,Yes,NaN,-999,no,long-tail, 0-5 ,Europe,canada,yes,£4769,17918,182,£12643,£14240,19586,11158,6831,11753,15949
2023-08-04,HISTORY,HARDBACK,french,spiral,YA,penguin,yes,revised,no,No,top-10,NaN,oceania,INDIA,NaN,6532,11553,1599,13222,11900,12903,5380," 1,119",£12439,12792
16/04/2022,fantasy,PAPERBACK,japanese,glue, children ,SIMON & SCHUSTER,-999,2ND,yes,NO,NA,13-17,Asia,canada,no,-999,NA,5202,3313,335," 9,172",2541,1578,NA,missing
2023-10-06,biography,audiobook,French,spiral,ya,penguin,NO,2nd,YES,yes,long-Tail, 18+ ,asia,canada, Yes ,18429,14885,13859,missing,14018,14955,17251,£5502,6482,18583
01/08/2022,fantasy,audiobook, japanese ,stapled,YA,penguin,-999,2nd,yes,yes,long-Tail,6-12,AMERICAS,us,NO,9680,"17,245",£12688,8014,NA,NA,18984,6968,11475,missing
11/12/2022,ROMANCE,NA,german,NaN,Ya,MACMILLAN,No,NaN, no ,NO,top-10,6-12,Europe,japan,YES,£3822," 9,833",6140,£19671,£12504,£19979,978,£9631,   502,9466
2024-06-03,sci-fi,PAPERBACK,GERMAN,Sewn,Adult,HARPERCOLLINS,NO,Revised,No,no,long-Tail,0-5,americas,canada,NO,NA,£132,17440,£16322,10795,16590,995,7217,£10637,"10,255"
2024-01-13,biography,Audiobook,english,sewn,children,harpercollins,Yes,revised,No,No,top-100,18+,europe,India, no ,5863,6830,6937,14753,18736,5901,"13,224",15511,-999," 3,327"
NaN,thriller,paperback,japanese,-999,NaN,PENGUIN,yes,NaN,no,NO,top-100,13-17,missing,-999,yes,7688,"17,853"," 2,500",4919,18851,NA,7836,12131,14619,£19530
08/10/2024,ROMANCE,paperback,,,Ya,macmillan,-999,revised,YES,missing,NA,6-12,NA,UK,no,"19,503",1917,£6408,16819,770,16010,£14211,,NaN,16065
2024-10-14,Fantasy,PAPERBACK,FRENCH,stapled,ya,macmillan,YES,2ND,no,No,long-Tail,6-12,missing,India,no,NaN,,"17,659",£8983,£12236,£4859,missing,8328,14275,
2024-01-03,sci-Fi,EBOOK,french,,adult,HARPERCOLLINS,NO,3RD,no,yes,LONG-TAIL,0-5,africa,Us,yes,£4455,19864,18406,"13,159",8168,2003,£5080,"15,665",8899,£1313
,fantasy,ebook,japanese,stapled,Adult,harpercollins,Yes,1st,yes,yes,top-10,13-17,europe,us,no,"14,286",£9694,19058,17648,13987,633,7908,17332,1561,288
2021-10-29, FANTASY ,PAPERBACK,NaN,Stapled,children,harpercollins,NO,revised,NO,no,long-Tail,6-12,OCEANIA,japan,no,4687,-999,4890,   803,9976,"11,749",16052,2785,8514,£10817
13/11/2023, fantasy ,hardback,GERMAN,sewn,Children, penguin ,no,Revised,yes,No,long-tail,18+,Europe,canada,yes,missing,18495,5089," 4,089"," 5,247",3678,"16,862",£4869,11733,missing
04/01/2021,fantasy,audiobook,french,sewn,ya,MACMILLAN,no,2nd,, no ,long-tail,0-5,Europe,japan,Yes,15477,,17607," 7,160","19,551",5486,15257,£3791,15064,16138
"Oct 17, 2024",biography,paperback,german,spiral, Adult ,missing,no,2nd,YES,Yes,,18+,asia,missing,NO,NA," 7,303",6356,14420,£5069,6871,7381,NaN,"19,880",14046
05/03/2023,fantasy,EBOOK,german,SPIRAL,YA,penguin,no,3rd, NO ,yes,top-10,6-12,oceania,canada,-999,"19,503",16056,13949,£15844,NaN,£11714,"17,951",8207,£8784,12415
NaN,thriller,missing,French,glue, ya ,harpercollins,NaN,3rd,YES,yes,Long-Tail,13-17, europe ,canada,Yes,£7825,11983,9375,5652,£16384,,18072,12984,missing,£1892
2024-04-29,THRILLER,ebook,English, glue ,Ya,Harpercollins,No,revised,No,no,long-tail,NaN,AMERICAS, Japan ,yes,5653,12653,£19026,16763,7254,4270,18739,18767,5579,17978
2024-02-24, biography ,hardback,NA,SPIRAL,Children,macmillan,yes, 3rd ,YES,YES,top-10,6-12,asia,us, yes ,,£15887,8928,2154,12169,£10204,11458,£5747,NA,10375
2022-01-29,BIOGRAPHY,Hardback,french,-999,YA,Penguin,no,2nd,no,NO,NaN,6-12,AMERICAS,India,missing,10417,7891," 1,356","12,824",1684,missing,16299,7158,7050,£15589
2022-08-08,fantasy,hardback,english,NaN,ya,penguin, NO , 3rd , no ,no, top-10 ,0-5,Africa,Japan,no,"16,488","18,783",15117,missing,"17,312",NaN,16431,15043,13403,4183
07/11/2024,sci-Fi,PAPERBACK,french,spiral,CHILDREN,Simon & Schuster,Yes,REVISED,YES,Yes,TOP-10,13-17,EUROPE,India,NO,NA,10331,£14640,£4289,12506,281,15970,19624,£10894,17107
2023-12-11,sci-Fi,Hardback,japanese,stapled,ya,missing,no,3RD,no,-999,Long-Tail,13-17,oceania,Us, No ,19654," 4,260",13039,£16051,13140,11296,2827," 3,942",6349,7804
2024-07-06,thriller,hardback,JAPANESE,spiral, CHILDREN ,macmillan,no, 2nd ,YES,Yes,LONG-TAIL,6-12,Oceania,japan,No,8483,17293,4698,3853,,-999,£11048,14339,2166,17640
2024-08-01,fantasy,Audiobook,-999,sewn,ya,-999,no,2nd,yes,Yes, top-100 ,18+,OCEANIA,Uk,no,£4821,19126,9771,4681,£2239,£10328,11016,£13900,12119,3425
30/03/2023,sci-fi,paperback,Spanish,stapled,adult,harpercollins,NO,revised,NaN,No,TOP-10,6-12,oceania,japan,yes,3005,4929,4033,17561,1508,17222,6089,18175,,16011
"Jul 21, 2024",romance, HARDBACK ,ENGLISH,Stapled,adult,harpercollins,yes,NaN,NA,Yes,LONG-TAIL, 6-12 ,africa,INDIA,no,5965,171,16394," 4,630",12568,£2588,18876,"18,607",7229,-999
2024-02-13,history,ebook,Spanish,GLUE,children,HARPERCOLLINS,yes,2ND,yes,NaN,top-100,13-17,NaN,Canada,no,12456,missing,14745," 9,822"," 5,607",12977,NaN,5079,4145,£5720
2021-07-08,FANTASY,ebook,english,sewn,Children,Macmillan,yes,Revised,NO,yes,NaN,0-5,Asia,uk,yes,12168,8358,12196,4391,-999,2956,£8555,-999,8889,£13290
2024-10-28,ROMANCE,NaN,SPANISH,-999,adult,MACMILLAN,yes,revised,no,yes,NaN,0-5,NA,japan,yes,£8362,6501,15745,"18,128",NA,£11378,8188,£5966,18777,11828
10/04/2024,romance,NaN,JAPANESE,STAPLED,children,Macmillan,no,3rd,no,Yes,top-10,6-12,asia,JAPAN, yes ,NaN,    62,16451,"16,212",7215,"17,696",NaN,10421," 3,724",14811
13/09/2023,Biography,hardback,GERMAN,sewn,children,HARPERCOLLINS, yes ,3rd,yes,,long-tail,6-12,americas, canada ,NO,10101,2212,"10,122","14,719",17192,missing,NaN,16007,13200,6010
,History,hardback,Japanese,sewn,-999,SIMON & SCHUSTER,,3rd,no,yes,top-10,0-5,oceania,uk,Yes,-999,18069,7279,7936,17518,"18,852",12026,18068,7365,16686
