 date ,Device,OPERATING SYSTEM,Processor Brand,form factor, release yr band ,market_segment,manufacturer/,CONNECTIVITY,SCREEN TYPE,energy_rating,Warranty Length,Colour,price tier,user profile,UPGRADE ELIG,PRICE £,ramGb,Ssd Gb,Battery Mah,weightG, ports ,CPU GHZ,gpu tflops,launch_score,Units Sold K
2022-11-25,server,chromeos,amd,ultrabook,2024+,Enterprise,APPLE,bluetooth,oled,c,3y,black,budget,gamer,yes,missing,17296,7533,18170,"11,784",5752,3497,7614," 4,676",15809
2024-12-03,ROBOT,NA,missing,desktop,<2015,enterprise,hp,Bluetooth,MINI-LED,b,1y,White,flagship,Gamer, no ," 6,299",£15341,NA,1032,5561,6643,missing," 4,723",2379,4515
20/11/2021,ROBOT,WINDOWS,NaN,mini pc,<2015,education,acer,missing,mini-Led,C,5y,blue,Flagship,creator,NO,2640,4965,16785,18159,12007,9445,6636,£15013,3907,missing
"Sep 14, 2021",server,Linux,Amd,ultrabook,2024+,Education,NaN,bluetooth,oled, D ,No Warranty,Blue,budget,-999,yes,9183,12952,19449,   814,"19,401",-999,£12373,4453,5353,14370
"Feb 19, 2023",server,missing,NaN,ULTRABOOK,<2015,enterprise,acer,missing,Oled,C,3Y,BLACK, premium ,professional,yes,£9530," 1,771",19645," 3,942",19266,10815,"15,514",NaN,17456,11628
2023-07-27,server,NaN,-999,desktop,<2015,consumer,,ETHERNET,NaN,b,noWarranty,GREY,Budget,gamer, No ,,16515,5787,£19197,18785," 2,484",4864,14323,"10,297",9140
NA,ROBOT,IOS,Qualcomm,2-In-1,2018-20, Education , lenovo ,BLUETOOTH,lcd,b,5y,blue,flagship,creator,yes,103,17695,18522,1510,"17,709",NA,16016,7289,9838,"16,520"
27/05/2023,SMARTPHONE,Macos,qualcomm,2-IN-1,2018-20,enterprise,lenovo,ETHERNET,oled,-999,5y,White,flagship,gamer,yes,5058,"17,718",13614,"11,660"," 4,708",£18891,4621,£5668,1526,NA
2021-03-07,server,Chromeos,APPLE, ULTRABOOK ,2018-20,enterprise,ASUS,5g,mini-led,a,1y,blue,Mid-Range,student,YES,-999,6375,987,missing,"14,663",£3468,18777,£12853,£14331,missing
"Apr 11, 2022",NaN,WINDOWS, AMD ,ultrabook, <2015 ,Consumer,lenovo,5G,e-ink,b,1y, blue , flagship ,creator,no,14656,10255,4034,£836,10314,13178," 5,898",14679,14547,15306
07/09/2023,drone,LINUX,-999,2-IN-1,2018-20,gaming,Apple,,LCD,c,NaN,black,budget,student,NaN,NaN," 2,505",9261," 1,089",   297,£9384,NaN,missing,17505,19085
10/01/2023,tablet,windows, intel ,mini pc,2021-23, enterprise ,Hp,ethernet,Mini-Led,B,3y,GREY,budget,GAMER,no,£12946,NaN,5943,£8494,£15728,11020,£15195,14141,6054,14152
2023-08-11,-999,linux,apple,2-In-1,NA,gaming, hp ,missing,E-Ink,b, 3y ,Grey,budget,creator,NaN,12793,"19,345",8697,£17153,17086,£15411,,8512,12308,£15553
2023-09-05,-999,WINDOWS,amd,2-in-1,2021-23, gaming ,asus,bluetooth,lcd,b,5y,,flagship,gamer,No,"15,534","16,346",12146,7522,,11176,NaN,,£14328,9570
2023-03-21,missing,Chromeos,Apple,mini_pc,2015-17, GAMING ,asus,ethernet,LCD,NaN,3y,WHITE,Mid-Range,professional,yes,11723,4647,11936,£7053,838,18390,£17279,15597,8591,3641
"May 16, 2022",drone,NaN,apple,ultrabook,NA,Enterprise,missing,5G,E-Ink,a,-999,blue,premium,creator,No,£9823,"13,399",    32,15153,14266,£284,-999,2632,NA,12936
19/06/2023,server, MACOS ,intel,2-IN-1,2018-20,-999,apple,bluetooth,NaN,D,5y,Black,budget,student,no,10571,9383,13299,14631,£18355,1615,6567,"11,199",£9425,12382
02/10/2024,Server,Chromeos,Amd,desktop,2018-20,education, acer ,Wi-Fi,Mini-Led,D,NaN,grey,BUDGET,professional,Yes,18799,13871,16159,9724,12397,19009,4493,13367,8638,16862
2023-06-11,laptop,-999,qualcomm,Desktop,2024+,-999,ASUS,5g,lcd, b ,2y,black,budget,gamer, yes ,3437,13889,7781,5196,9113,18075,12558," 6,431",1382,7941
19/01/2022,laptop,Windows,APPLE,desktop,2018-20,Enterprise,hp,5G,lcd,D,1Y,blue,mid-range,PROFESSIONAL,yes,£7119,13842,£1814," 8,062",missing,12710,651,1840,11110,£13319
2022-07-02,tablet,macos,amd,DESKTOP,2015-17,consumer,acer, 5g ,Lcd,a,noWarranty,blue,MID-RANGE,student,NO,£11170,19007,3703,770," 5,559",17649,17515,15199,"10,892",19922
17/11/2022,Server,Android,qualcomm,desktop,2015-17,Enterprise,lenovo,bluetooth,oled,c,3y,white, budget ,STUDENT,no,£6256,7390,8036,£8815,NA," 2,181",751,-999," 4,456",
2023-03-22,tablet,Macos, intel ,ultrabook, 2021-23 ,education,Lenovo,ethernet,Oled, A ,5y,blue,budget,professional,NO,1733,15261,missing,£13408," 4,726",9180,8105,NaN,15225," 6,943"
21/11/2022,smartphone,android,Amd, desktop ,2018-20,education,dell,bluetooth,lcd,b,1y,white,,professional,YES,8770,12969,£16284,£4576,,14664,"15,860",9906,2093,£15509
2023-04-18,laptop,ios,-999,2-in-1,2015-17,Gaming,acer,ethernet,E-Ink,C,2y,grey,,student,Yes,£19563,12228,NaN,"16,743",NA,16496,£195,774,8255,£10330
2024-12-27,Laptop,LINUX,qualcomm,mini pc,2018-20,enterprise,acer,5G,oled,C,5Y,silver,Premium,creator,no,£15877,9154,18156," 4,852",10018,4826,£10194,8642,£11043,16875
01/07/2024,NaN, Ios ,AMD,ultrabook,2024+, education ,hp,wi-Fi,e-Ink,b,2Y,SILVER,flagship,creator,no,"12,065",3795,£2621,18672,missing,£8585,12938,-999,,4571
2021-11-21,Server,windows,amd,ULTRABOOK,<2015,ENTERPRISE,apple,missing,lcd,B,1y,Blue,budget,,yes," 2,878","12,354",5117,6574,10358,-999,1775,3240,14087,16404
19/01/2024,server,CHROMEOS,amd,2-IN-1,2024+,enterprise,ASUS,bluetooth,Oled,c,noWarranty,white,MID-RANGE, student , no ,19511,NaN,-999,£9252,5239,£6499,£993,£15144,-999,NA
2023-07-19,tablet,macos,amd,ULTRABOOK,<2015,GAMING,dell,5G,LCD,A,3y,blue,Budget,Professional,NA,8814,19569,8797,447,6610," 9,164",29,£9750,£17494,15957
23/07/2022,SERVER,Android,NA,ULTRABOOK,missing,enterprise,LENOVO,5g,oled,b,2y,blue,MID-RANGE,PROFESSIONAL,NO,13203,17358,17911,7833,"16,425",,"15,631",2554,£10504,12124
16/10/2022,laptop,linux,amd,desktop,2021-23,Education,Lenovo,5g, mini-led ,a,1y,SILVER,premium,Student,NA,£2386,NA,5348,12772,16539,-999,12284,13198,7278,8637
23/10/2021,Smartphone,windows,qualcomm, desktop ,2015-17,-999,dell,ETHERNET,e-ink,c,5Y,black,FLAGSHIP,CREATOR,yes," 5,224",£4892,10455,NA,£16766,£16063,13813," 3,838",£9305,14350
2023-09-07, robot ,Chromeos,qualcomm,2-in-1,2024+,consumer,LENOVO,5G, e-Ink ,b,NO WARRANTY,NA,MID-RANGE, gamer ,NA,19753,NaN,15754,17350,10426,"14,349"," 9,783",NaN,1029,6280
"Dec 08, 2022",drone,android,Amd,Ultrabook,<2015,consumer,asus,5g,-999, c ,5y,white,Budget,gamer,yes,£14632,7126,"13,579",10337,15018,16084,NA,2631,12494,8381
19/10/2022, drone ,chromeos,Qualcomm,mini_pc,<2015,ENTERPRISE, Apple , wi-Fi ,MINI-LED,B,3y,SILVER,MID-RANGE,missing,yes,10329,18252,£18858,1633,5657,6162," 9,642",4155,NaN,2332
2024-09-22,SMARTPHONE,ios,qualcomm,,2018-20,gaming,dell, wi-fi ,Lcd,b,2y,NaN,MID-RANGE,creator,No,"13,922",£6440,NA,7061,£7465,12636,11076,-999,£6300,4600
2022-09-04,Tablet,android,intel, miniPc ,<2015,enterprise,Hp,5g, Mini-Led , c ,2y,NA,mid-Range,missing,yes,5357," 7,651",794,2462,"16,960",2130,NA,7434,NA,
16/10/2021,DRONE,android,Qualcomm,Mini Pc, 2021-23 ,enterprise,lenovo,wi-fi,oled,b,2Y,grey,premium, professional ,YES,956,15830,NA,£15624,9417,12461,10596," 8,176",3116,£18142
07/05/2021,laptop,LINUX,amd,desktop,2024+,enterprise,apple,5g,OLED,a, 5y ,-999,NaN,Gamer, no ,£7917,591,14731,11064,14677,9113,£13862,£15977,NA," 4,232"
"Jun 27, 2023",tablet,macos,qualcomm,miniPc,2024+,Education,DELL,bluetooth,Mini-Led,a,NO WARRANTY,Black,premium,STUDENT,,missing," 4,147",-999,NA,-999,-999,"18,507",7833,NaN,6733
2022-04-12,,ios,QUALCOMM,mini_pc,2018-20,enterprise,Asus,Bluetooth,lcd,C,3Y,SILVER,FLAGSHIP,gamer,YES,,9784,13112,15125,3243,£751,£7749,6468,,"13,676"
"Mar 26, 2023",Server, linux ,apple,Ultrabook,2018-20,enterprise,HP,ethernet,LCD,missing,no warranty, black ,premium,Student,no,,9758,15808,3640,2306,£8650,   676,16656," 7,871",9144
"Oct 17, 2021",laptop,MACOS,apple,miniPc,NaN,EDUCATION,asus,ethernet,oled,c, NO WARRANTY ,white,Flagship,creator,yes,3410,"13,062",6786,17803,£7231,3306," 6,833",13768,19214,2774
2022-04-02,drone,linux,AMD,mini pc,NA,GAMING,dell,Ethernet,Mini-Led,d,2y,GREY,Mid-Range,Creator, No ,1690,8664,13645,4915,18524,10722,12350," 8,143"," 7,753",2349
2023-06-03,Tablet, LINUX ,qualcomm,DESKTOP,2021-23,GAMING,hp,5g,lcd,B,noWarranty,Black,premium,GAMER,yes,1901,5575,16191,19586,19513,-999,11199,   381,3320,14874
2023-04-01,smartphone,windows,qualcomm, 2-IN-1 , 2015-17 ,gaming,apple,ETHERNET,oled,b,noWarranty,Silver,budget,,yes,17040,7274,7142,8976,11640,NA,11261,15196," 2,812",NaN
2021-07-14,Server,windows,amd,NaN,2015-17,GAMING,ACER,ethernet,lcd,d,2y,BLUE,NA, STUDENT ,NO,£12296,"13,855",£15522,18298,   962,18442,13947,£10232,3900,£1932
NaN,drone,chromeos,-999,mini_pc,NA,Education,Dell,WI-FI,oled,-999,1y,silver,budget,gamer,no,£16378,18064,NA,"13,789",12569,£459,4056,7563,£6988,403
2024-07-27,Server,NaN,qualcomm,ultrabook,2018-20,consumer,hp,missing,OLED,A,2Y,blue, mid-Range ,Professional,no," 1,812",    84,1682,9434,£419,6238,-999,11210,£9866,14207
"Nov 23, 2021",laptop,windows,QUALCOMM,ULTRABOOK, 2021-23 ,consumer,missing,wi-fi,lcd,D,NaN,silver,flagship,student,NO,18217,"16,617",NA,1430,6206,9736,,10258,19205,NaN
2024-04-10,SMARTPHONE,WINDOWS,intel,NaN,<2015,gaming,-999,Bluetooth,NaN,b,1y,missing,flagship,student,Yes,10161,9942,17084," 5,733",9910,11087,2073,16597,-999,£3612
21/04/2021,server,ANDROID, APPLE ,2-IN-1,<2015,consumer,acer, ethernet ,NA,-999,1Y,missing,NaN,,no,"14,930",18304,£838,£12310,15034,-999,"14,980",missing,8058," 1,500"
2024-09-13,LAPTOP,IOS,intel,DESKTOP,2015-17,gaming,ACER,,LCD,d,noWarranty,Silver,mid-range,gamer,yes,4604,-999,3342,19309,missing,,-999,7906,9126,13842
15/12/2021,Server,windows,APPLE,DESKTOP,2021-23,Education,apple,BLUETOOTH,oled,B,5y, grey ,budget,student,No,"15,600","10,420",2844," 3,789",7266,£15753,17799,18318,3183,£3213
10/05/2023,robot,chromeos,Qualcomm,mini_pc, 2018-20 ,GAMING,HP,ETHERNET,-999,C,2y,missing,MID-RANGE,professional,yes,495,,17250,3490,5403,£18940,"12,664",15983,£18732,19569
01/02/2023,server,windows,Qualcomm,,missing,Consumer,lenovo,bluetooth, LCD ,A,3y,SILVER,BUDGET,gamer,yes,9044,   222," 4,346",£8281,NA,NaN," 1,442",£4735,7149,£14140
"Jun 05, 2024",robot,chromeos,amd,DESKTOP,<2015, Consumer ,ASUS,wi-fi,oled,A,no warranty, Silver ,Budget,Student,No,18056,,"13,822",£10141,3282,8655,6968,"13,494"," 9,930","17,693"
NaN,Robot,macos,qualcomm,miniPc,2015-17,gaming,asus,5g,LCD,A,No Warranty,blue,BUDGET,gamer,NO,7960,£4239,6925,"14,307"," 3,580"," 9,041",8735,5911,3139,14557
2021-10-16,SERVER,windows,intel,2-In-1,2021-23,EDUCATION,NA,ethernet,oled,c,noWarranty,blue,mid-Range,professional,yes,NaN,"14,198",2058,,"18,959",4287,6213,£4991,missing,11580
29/10/2024,Drone, android ,amd,missing,-999,consumer,Lenovo,Ethernet,lcd,d,noWarranty,blue,mid-range,Gamer,NO,£3997,13928,17098,8096,19807,12712,"14,620",17468," 2,312",18479
"Jan 28, 2022",, ANDROID ,INTEL,MINI PC,2018-20,Education,Apple,5G,Mini-Led,NA,1y,blue,missing,student,No,7003,16678," 2,865",11972,-999,"12,749",-999,NA,18703,11814
24/04/2022,drone,NA,AMD,mini_pc,2024+,education,asus,Bluetooth,e-Ink,b,2y,grey,budget,professional,yes,missing," 6,290",13079,"14,820",missing,19194,£15532,19913,"16,213","14,716"
30/12/2021, smartphone ,linux,APPLE,MINI PC,2018-20,education,APPLE,ETHERNET,E-INK,A,5y,grey,Budget,creator,no,7851,12670," 7,953",8071,1335,£18459,5443,11507,6215,NaN
02/10/2021,Drone,CHROMEOS,QUALCOMM,desktop,2021-23,ENTERPRISE,dell,Ethernet,e-ink,B,NA,grey,,STUDENT,yes,£15517,£1030,2752,14470,193,13884,13504,£5224,17632,580
12/06/2022,drone,chromeos,apple,mini pc,2024+, enterprise ,-999,Ethernet,oled,A,1y,White,mid-Range,Gamer,yes,NaN,18292,17485,,-999,£18097,10442,10476,15913,4089
"Mar 13, 2023",Server, ANDROID ,amd,miniPc,<2015,education,lenovo,bluetooth,oled,D,1y,blue,flagship,Student,No,1387,missing,13828,14953,£15733," 4,135",10383,NA,18939,13215
29/03/2021,drone,IOS,Apple,miniPc,2021-23,NaN,HP,wi-fi,mini-led,a, 1y ,silver,premium,student,no,18342,£9805,8100,"18,117",£14518,missing,"10,086",13765,15628,11273
2022-12-19,Drone,NA, APPLE ,2-in-1,<2015, education ,acer,WI-FI,lcd,b,,blue,budget,professional,NO,18330,16152,-999,263,5012," 8,140",6727,2336,7049,2548
27/02/2021,tablet, linux ,apple,2-IN-1,2018-20,NaN,lenovo,BLUETOOTH,lcd,d,2y,blue, Premium ,Gamer,Yes,11382,7957,17991,£18670,5671,17735,£6414,£655,NA,11195
"Mar 08, 2021",missing,android,apple,-999,2015-17,Education,Apple,WI-FI,oled,b,1Y,-999, Flagship ,gamer,NO,4504,£19495,£19061,14514,6620,"14,984",£14272,11653,£883,"19,594"
missing,smartphone, chromeos ,Apple, 2-In-1 ,2018-20,consumer,hp, ETHERNET ,Mini-Led,c,NA,Black, premium ,professional,no,4216,NA,5854,17131,£643,18688,£822," 3,920",657,10777
23/03/2023, Smartphone ,chromeos,qualcomm,desktop,,Enterprise,acer, ETHERNET ,oled,a,2y,grey,flagship,student,No,3100,16210,4587,NaN,15676,13795,"19,597",13319,3104,8428
24/04/2021,Server,NA,amd,mini_pc, 2024+ ,education,acer,ethernet,NA, b ,5Y,silver,Budget,Student,yes," 8,822",5311,NaN,£14469,6143," 5,211",16803,1424,missing,2191
2022-03-07,tablet,MACOS,NaN,2-in-1,2024+,gaming,asus,WI-FI,oled,NaN,2y,white,PREMIUM,STUDENT,no,missing,£12446,,NA,"15,472",1426,4750,3945,434,
16/04/2021,robot,macos,intel,Ultrabook,2018-20,enterprise,hp,ethernet,NaN,d,5y,BLUE, flagship ,gamer,No,18903,18840,18508,9505,£15664,5432,18324," 5,100",£14483,£17643
"May 27, 2024",laptop,Android,intel, miniPc ,2021-23,consumer,lenovo,5G,lcd,A,NaN,BLUE,BUDGET,creator,yes,3136,£9729,17977,3185,998,13262,£7206,-999,NaN,3426
2021-10-19, Tablet ,IOS,Qualcomm,2-In-1,2015-17,Enterprise,DELL,wi-fi,Lcd,A, 5y ,black,premium,gamer, yes ,£2525,11755," 4,784","11,519",18660,4511,17719,9168,"15,976",4801
"Dec 24, 2024",SMARTPHONE,LINUX, Amd ,desktop,missing,enterprise,Dell,wi-fi,mini-led, b ,5y,Silver,premium,professional,,13958,missing,14137,NA,13088,572,"12,170"," 7,568",18000,9742
,missing,NaN, amd ,desktop,2018-20, education ,hp,ETHERNET, Oled ,, 2y ,silver,premium,STUDENT,NO,4776,-999,17658,NaN,   412," 9,157",580,19217,NA,14892
2021-10-25,robot,-999,NaN,desktop,2024+,Consumer,Lenovo,ETHERNET,LCD,-999,5Y,WHITE,budget,gamer, yes ,£10317,11538,471,,£19525,5149,9670,3780,8327,17585
"Dec 30, 2023",server,linux,qualcomm,DESKTOP,2021-23,education,lenovo,wi-fi,lcd,D,3y,NA,flagship,,yes,£14788,1582,NaN,£9656,-999,1240,8765,3462,£18640,8757
2023-05-28,robot,Macos,qualcomm,desktop,2015-17,consumer,acer,5G,MINI-LED,A,noWarranty,grey,Flagship,creator,no,£19211,5717,18246,14248,16149,5787,1325,6740,1668,19185
07/07/2024,NaN,-999,AMD,,2021-23,gaming,hp,Ethernet,oled,A,5y,BLACK,premium,student,NO,2685,"18,246"," 7,736",missing,18296,18845,"10,242",18486,18939,£19065
2022-02-03,-999,windows,intel,2-in-1,2021-23,gaming, asus ,wi-fi,Lcd,a,1Y,white,flagship,creator,yes,262," 6,516",£1668,5789,5437,4314,3242,missing," 8,661",   534
NA,Tablet,windows,amd,ULTRABOOK,<2015,GAMING,DELL,ethernet,MINI-LED,b,-999,missing,mid-range,gamer,yes,13956,7290,5021,5076,7773,£7078,4905,missing,"13,720",£7230
"Aug 03, 2021",smartphone,macos,apple,2-in-1,2015-17,GAMING,apple,ethernet,e-Ink, B , 1y ,black,budget,GAMER,YES,"18,018",2479,18619,NA,13372,NaN,4910,"18,536"," 6,911",
2023-09-27,smartphone,Chromeos,,MINI PC,<2015,Education,lenovo,ethernet, Oled ,b,3y,blue,FLAGSHIP,Gamer,NO," 6,320",-999,£18837,8422,18334,£16619," 1,267",12525,-999,£6562
"Dec 05, 2021",TABLET,Chromeos,amd,desktop,<2015,education,dell,ethernet,oled,a,3y,white,missing,missing, yes ,16618,11120,9192,5869,"14,763",9939,£339,£18563,17059,£19035
02/03/2024,tablet,linux,AMD,Mini Pc,<2015,CONSUMER, Asus ,missing,E-Ink,D,No Warranty,Blue,-999,gamer,yes,17818,10274,14273,£2831,17975,19493," 7,760",,7331,16394
17/03/2023,Server,android,NaN, desktop ,2018-20,CONSUMER,lenovo,wi-fi,lcd,b,5y,black,Mid-Range,student,YES,4375," 3,403",£14136,10068,6178,817,4567,"12,117",NaN,4564
"Apr 08, 2023",smartphone, Chromeos ,INTEL,NaN,2018-20,GAMING,lenovo,ethernet,Mini-Led,a,2Y,grey,Premium,creator,YES,5597,6360,2024,£1376,4037,8932,NaN,6942,NA,18006
15/04/2021,laptop,Windows,amd,ultrabook,missing,enterprise,hp,WI-FI,Lcd,B,missing,White,mid-Range,creator,NaN,"10,944",893,2075,-999,£16939,17975,3626,9616,19217,17911
2023-11-28,NaN,windows,qualcomm,2-IN-1,<2015,Gaming,apple,-999,e-Ink, B ,2Y,black,Flagship,professional,Yes,9829,8368,1355,17876,-999,£4500,£17098,NaN,£15584,£15713
2023-01-25,drone,ios,INTEL,NA,2024+,Education, Dell ,ETHERNET,mini-led,B,NA,Blue,budget,gamer,NO,19976,15110,14191,"19,800",1330,16641,£11335,£3638,-999,12484
15/06/2022,drone,linux,qualcomm,ultrabook,2021-23,GAMING,NaN,wi-fi,E-Ink, a ,no warranty,BLACK,premium, student ,no,9824," 7,233",5577,9670,1026,874,17236,5628,£15376,£11864
2024-07-03,SERVER,missing,missing,NaN,2021-23,NaN,Lenovo,5g,mini-Led,A,5Y,blue,budget,student,no,missing,19386,1923,£4170,£15275,5511,7322," 6,935",3429,"14,955"
2023-02-12,robot,macos,QUALCOMM,Desktop,2024+,gaming, asus ,5g,Mini-Led, b ,3y,grey,premium, student ,-999,"12,526",4288,,18997,16586,10648,missing,13120,"13,285",£16960
"Feb 26, 2021",ROBOT,android,apple,Ultrabook,2024+,GAMING,dell,5g,E-INK,b,5y,black,flagship,Creator,no,3311,808,19844," 7,131"," 9,566",16956,£14611,7642,32,16643
12/04/2022,DRONE,android, apple ,Mini Pc, 2018-20 ,enterprise,Dell,Ethernet,mini-led,D,2y,silver,Flagship,creator,no,£7959,£11080,14244,15943,NaN,3185,3812,9535,4646,955
12/09/2022,laptop,NaN, Amd ,ultrabook,NA,GAMING,ASUS,ethernet, mini-led , b ,1y,BLUE,mid-Range,professional,NaN,£5863,£7189,£8223,"15,542",16322,"12,734"," 1,180",£13828,5534,£11685
06/03/2021,server,windows, Intel ,ultrabook, 2024+ ,consumer,hp,WI-FI,mini-led,b,1y,grey,mid-Range,GAMER, yes ,missing,7805,"16,790",18029,NA,£10155,"14,942",missing,3089,£12855
2023-01-23,LAPTOP,Windows,Intel,ultrabook,2015-17,consumer,APPLE,5G,oled,-999,-999,Grey,budget,GAMER,yes,6203,19637,1264," 1,360",13850,16529,12880,6498,NA,6081
09/09/2024,drone,ios,Intel,Ultrabook,2021-23,gaming, APPLE ,NA,lcd, a ,NaN,white,budget,creator,no,14650,14835,"18,527",7542,NaN,10164,733,"10,377",£8988,£1190
"Nov 20, 2023",server,linux,QUALCOMM,ultrabook,NaN,ENTERPRISE,lenovo,ethernet,NA,b,no_warranty,grey,premium,STUDENT,no,14803,19691,-999,£9735,-999,£17971,18654,12769,16575,missing
NaN,Drone,LINUX,Intel,missing,2018-20,-999,asus,5g,,b,1y,silver,FLAGSHIP,student,no,15971,7882,missing,2111,8399,6471,8979,4836,3554,6569
2022-06-08,TABLET,Windows,NA,NA,2021-23,consumer,asus,BLUETOOTH, e-ink ,b,5y,silver,flagship,gamer,-999,14257,£18578,5246,£3162,7091,"11,036",12747,"16,916",7347,£417
2021-09-16,ROBOT,Android,apple,Desktop,<2015,education,Acer,ETHERNET,E-Ink,b, 5y ,Black,missing,CREATOR,yes,NA,"14,661",18761,-999,NaN,missing,13503,2916,£9390,19283
06/09/2021,robot,windows,qualcomm,ultrabook,2015-17,GAMING,Acer,WI-FI,MINI-LED, b ,No Warranty,missing,flagship,STUDENT,no,£18430,18376,,914,2352,£11119,16736,11444,4536,17360
19/08/2023,drone,Windows,apple,ultrabook,2024+,gaming,LENOVO,bluetooth,MINI-LED,b,5Y,white,premium,student,No,£14081,18819,2309,"13,493",14354,£7117,8475,2996,,17608
12/01/2021,server,WINDOWS, qualcomm ,Desktop,<2015,consumer,missing, 5g ,e-Ink,d,2Y, silver ,MID-RANGE,GAMER,no,"17,258",18115,112,£19617,2769,"11,629",19406,8434,3217,5980
05/04/2022,server, Windows ,qualcomm,ultrabook, 2021-23 ,consumer,Hp,Ethernet,Lcd,b,1y,BLACK,BUDGET,student,yes,£8493,4386,18757,14055,2909,6270,£7271,795,17237,7758
"May 18, 2023", robot ,android,AMD,Desktop,2024+,Enterprise,hp,ethernet,Mini-Led,C, 2y ,WHITE,Mid-Range,student,no,,10519,12275," 1,131","18,371",£6953,18169,18377,,£17246
29/08/2023,Tablet, Ios ,qualcomm,2-In-1,2021-23,education,apple,missing,lcd,a,5Y,silver,Flagship,gamer,no,6465,"14,647",5509,266," 3,903"," 1,982",-999,308,8001," 4,614"
NA,missing,ios,intel,Desktop,2018-20,Gaming,Asus,NA,oled,B,3y,white,Budget,gamer,Yes," 2,963",13159,16918,   930," 4,587","16,915",,7150,,6364
22/08/2022,-999,WINDOWS,APPLE,DESKTOP,NA,gaming,acer,ethernet,,A,1y,,budget,NA,No," 2,549",13489," 4,837",£4970,5816,£6916,£10210,17685,3395,7885
2023-10-31,SERVER, LINUX ,NaN,2-In-1,2021-23,education,Apple,Ethernet,MINI-LED,C,5y,NaN,-999,creator,YES,11089," 6,226",5064,6026,£18539,16364,£15454,10797,£14244,NaN
2024-03-15,Smartphone,WINDOWS,NaN,DESKTOP,2018-20, gaming ,asus,missing,Oled,a,5y,-999,Premium,gamer,no,11220,875,£4403,15311,18753,10334,13866,11933,11093,£10516
04/07/2022,ROBOT,CHROMEOS,INTEL,Ultrabook,2015-17,gaming,lenovo,ethernet,E-INK,b,5y,White,mid-range,student,no,18370,£18489,-999,17244,missing,1669,15666,NaN,13272,15349
"Nov 09, 2021",ROBOT,macos,NA,mini pc,NA,education,APPLE,ETHERNET,e-ink,b,1y,grey,Premium,Student,yes,,,missing,£13665,4892," 3,044",15220,"10,966",£7892,"12,288"
19/12/2021,laptop,macos,Intel,ultrabook,2021-23,consumer,apple,,-999,d,1y,grey,Mid-Range,STUDENT,no," 5,352",£16938,"10,220",655,£1490,1272,NA,8784,£18685,15116
"Mar 14, 2022",Smartphone,MACOS,INTEL,Ultrabook,2021-23,education,LENOVO,ethernet,oled,NaN,3y,black,PREMIUM,missing,YES,£17860,1453,3131,£8340,4046,15031,16050,19010,12857,-999
20/06/2023,NA, ios ,missing,ultrabook, 2021-23 , education ,HP,missing,-999,c,5y,Black,NA,GAMER,YES,17456,9300,17059,,£7735,5737,11606,2068," 5,816",£9545
06/12/2022,server,NaN,amd,2-in-1,<2015,consumer,apple,wi-fi,lcd,NaN,NA,grey,flagship,creator,NaN,£2109,14349,-999,£12329,11084,"18,910",missing,8500,11840,9192
2022-08-19,SERVER,NaN,qualcomm,DESKTOP,2018-20,GAMING,Dell,Wi-Fi,E-INK,d,missing, silver ,budget,missing,YES,"13,174"," 1,552",1411,11398,1002,-999,19893,18579,11959,NA
14/03/2022,SMARTPHONE,Ios,intel,desktop, 2021-23 ,enterprise, hp ,wi-fi,missing, a ,3y,Silver,,creator,No,NA,£8778," 1,013",6763,676,17099,4655,£243,"14,936",18681
"Jan 12, 2024",laptop,WINDOWS,amd,desktop,2021-23,Education,HP,-999,mini-led,c,2y,missing,PREMIUM,Creator,yes,16004,18605,16309,13787,£458,17828,15310,4856,"12,886",missing
19/11/2022,,windows,apple,NaN,2015-17,consumer,LENOVO,wi-Fi,e-ink,D,5y,WHITE,BUDGET,NaN,no,3455,10240,12550,5384," 9,650"," 6,515",£5,1317,£2444," 9,807"
24/12/2022,laptop,linux,amd,MINI PC,2018-20,NA,asus, 5g ,E-Ink,d,NO WARRANTY, silver ,NaN,NaN,yes,17555,£9482,missing,"15,257",7874,8790,6175,3174,£18954,£15732
2021-09-12,NaN,android,NA,desktop,2015-17,education, apple , bluetooth ,LCD,b,NaN,missing, premium ,CREATOR, yes ,8033,5592,7601,10660,19964,£11089,missing,7133,3293,£9212
13/02/2024,LAPTOP,MACOS,qualcomm,Desktop,<2015,gaming,,bluetooth, lcd ,a,3y,blue,Budget,student,yes,17801,7116,9870,£2115,19096,6854,"10,573",£19991,2770,£18447
24/08/2022,NaN,windows,qualcomm,miniPc,2018-20,missing,apple,ethernet,mini-Led,c,3y,BLUE,Premium,professional,No,NaN," 5,391",1940,873,"12,766",16612,13205,10122,NA,3362
18/10/2022,missing,NA,amd,desktop,-999,gaming,NA, bluetooth ,-999,a,missing,blue,FLAGSHIP,gamer,missing,14260,10509,,NaN," 9,544",2951,,£12599,£9231,13555
2021-08-16,server,Windows,qualcomm,2-In-1,missing,education,APPLE,bluetooth,e-Ink,NaN,3y,Grey,mid-Range,Student,no,NA,,12225,£11175,9792,NaN,missing,£4552," 3,350",12641
03/02/2023,Robot,Ios, QUALCOMM ,2-In-1,<2015, EDUCATION , Lenovo ,wi-fi,Lcd,a,2y,SILVER,premium,gamer,no,8213,£13067,"18,953",17470,9081,£19710,17490,3242,£4426,19387
