date, cuisine , MEAL TYPE , dietary tag ,course, Spice Level ,servingTemp, allergen ,Protein,cooking_method,Origin Country,Occasion,packaging,organic,Fairtrade,RESTAURANT CHAIN/,calories_kcal, fat g ,protein g,carbs g, sugarG ,Salt G,Cost £,serve size g?,PREP TIME MIN,Cook Time Min
"Mar 05, 2023",indian,lunch,Keto,side,fiery,hot,-999,chicken,GRILLED,india,birthday,PAPER,yes,,streetFood,7686,4604,5116,11821,-999,£3922,"18,291",19350,11011,
13/09/2021,italian,LUNCH,Gluten-Free,Side,fiery,COLD,gluten,lamb,grilled,italy,formal,NaN,No, YES ,FINE DINING,7456,£3976,"13,123",1936,7735,5041,NaN,,NA,18385
14/11/2024,french, breakfast ,halal,side,fiery,Hot,dairy,CHICKEN,fried,MEXICO,Formal,Metal,YES,no,independent,"19,250",£8560," 5,932","19,803",15940,11750,"16,460",430,1328,5049
,MEXICAN,dessert,kosher,sweet,MILD,cold,,NaN,steamed,italy,BIRTHDAY,NaN,no,NA,FAST FOOD,£16237,£19766,13984,£6675,£11103," 8,004",18468,NaN,15956,
2023-12-12,Mexican,Dinner,vegetarian,STARTER,mild,roomTemp,SOY,beans,Steamed,france,FORMAL,glass, Yes ,No,STREET FOOD,"19,970",£17055,19,£1901,18114,866,1863,18909,17921,1384
2021-04-26,french,dinner,Gluten-Free,Side,medium,hot,Fish,lamb,Fried,italy,casual,glass, yes ,no,Street Food,627,2600,£14574,£15860,10291,18721,£11726,13093,£9852,9637
NA,CHINESE,BREAKFAST,vegan,main,NaN,COLD,nuts,,missing, greece ,birthday,glass,NaN,yes,FAST FOOD,233,12647,£12141,13251,,£15902,19645,14276,1594,18133
2024-04-13,missing,brunch,kosher,Side,HOT, roomTemp ,nuts,NaN, Baked ,FRANCE,Casual,,,missing,streetFood,5633,-999,16754,£14074,2777," 9,990",18505,13589,15027,645
21/11/2023,mexican,Breakfast,-999,Drink,medium,HOT,nuts,CHICKEN,raw,india,Formal,Compostable,yes,YES,fine_dining,£8060," 4,018",£8637,8040,£9732,NaN,£18027,16593,16332,15183
2022-10-30,indian,breakfast,vegetarian,missing,HOT,hot,Egg, Beans ,raw,FRANCE,holiday,glass,No,yes,Fine Dining,,5993,12344,14928,£7248,£5413,missing,7605,642,17357
08/03/2022,chinese, brunch ,vegetarian,NA,FIERY,cold,none,chicken,fried,-999,casual,NaN,No,missing,,missing,missing,5416," 3,975",missing," 3,944",£16089,11017,2122,12734
16/03/2021,NaN,brunch,HALAL,drink,Medium,hot,DAIRY,lamb,steamed,greece,casual,NA,NA,NO,STREET FOOD,14711,£1363,-999,1256,3396," 5,662",15693,5691,14810,14622
2021-08-04,chinese,Breakfast,halal,NaN,FIERY,hot,egg,Lamb,raw,GREECE,holiday,-999,NO,No,Franchise,7011,16993,£618,13891,7953,-999,£15515,£8613,"13,828",9993
11/01/2024,chinese,breakfast, vegan ,starter,medium,Hot,None, chicken ,FRIED,greece,birthday,plastic, no ,no,fastFood,2934,,£18545,£6888,2996,6938,£14054,14310,245,1760
"Apr 06, 2021",mexican,,vegan,SIDE,, Room Temp ,nuts,lamb,baked,GREECE, birthday ,NA, no ,yes,franchise,15108,11074,14863,-999,1716,-999,£7146,5010,6132,£5349
NA,,SNACK,Kosher, Sweet , hot ,Hot,NUTS, PORK ,BAKED,italy,holiday,glass,no,yes,street food,8796," 6,921",£10920,"15,204",4967,-999,9691,£6524,18672," 9,628"
16/04/2021,Mexican,dinner,gluten-free, drink ,fiery,room temp,dairy,PORK,grilled,CHINA, holiday ,METAL,,no,STREET FOOD," 9,969",17051,-999,2118,2109," 3,755",10120,missing,missing,10871
NaN,indian,brunch,vegetarian,SWEET,hot,Hot,soy,pork,Baked,INDIA,birthday,Compostable,YES,no,independent,6504,4307,9492,"17,036",13231,£726,11121,13199,10640,8991
NaN,indian,breakfast,vegan, sweet ,Mild,roomTemp,none,BEEF,,china,Holiday,compostable,no,no,street_food,NaN,17837,10506,19102,"15,110"," 3,247",16478,£8776,-999,"12,810"
28/02/2023,italian,breakfast,GLUTEN-FREE,Sweet,MILD,cold,NUTS,-999,steamed,France,holiday,-999,NA,NA,Fast Food,18213,£13929,2054,missing,15394,5606,11714,16747,128,4272
NA,chinese,brunch,kosher,main,Medium,roomTemp,fish,chicken,Steamed,greece,HOLIDAY,COMPOSTABLE,no,no,franchise," 2,769",13772,6738,£2175,7286,18377,NA,NaN,£16334,£14638
2024-07-15,chinese,Dessert,NA,starter,Medium,cold, dairy ,tofu,missing,greece,NaN,compostable,YES,yes,Independent,£9982,£1548,,487,18027,£7439," 7,818",5233,34,£19194
18/10/2021,GREEK,snack,VEGETARIAN,Main,Fiery,HOT,nuts,CHICKEN,grilled,missing,NA,compostable,no,missing,,18814,£16616,13049,4993,16003,£14785,£2720,1869,£7977,9373
05/05/2021,french,Dinner,HALAL, starter ,Fiery,Cold,dairy,,RAW,MEXICO,BIRTHDAY,PAPER,Yes,yes,,13894,-999,16252,91,2488,,10604,£13984,£4755," 2,151"
12/10/2022,NaN,DINNER,KETO,Side,HOT, room_temp ,Egg,tofu, GRILLED ,france,NA,metal,-999,No,Fast Food,3856,1113,15313,13188,12280,2350,15686,£5923,577,14056
06/08/2023,french,Lunch,Gluten-Free,Side,Medium,roomTemp,nuts,chicken,grilled,Greece,Birthday, paper ,no,yes,fastFood,£10074,157,10030,13153,19899,£1885,£2632,8280,£5963,9268
23/03/2022, chinese ,lunch,Vegan,side,Fiery,HOT,gluten,PORK,fried,mexico, holiday , Metal ,NO,YES, franchise ,5576,4119,11376,"13,808",9527,8537,£7506,2749,10053,£7061
29/07/2023,italian,lunch,keto,MAIN, HOT ,room temp,soy,LAMB,raw,china, Casual ,plastic,yes,yes,missing,£9117,17349,5472,£17835,14194,6524,7180,15733,,8060
2021-07-24,-999,brunch,gluten-free,main,mild,,-999,Beans,baked,india,CASUAL,Plastic,yes,no,STREET FOOD," 7,840",£4749,£10986,£6309,1868,271,-999,-999,5782," 6,391"
2024-12-24,indian,lunch, VEGAN ,sweet,mild,cold,egg,chicken, Raw ,-999, birthday ,NA,no,,INDEPENDENT,16816," 7,687",7450,11797,17768,-999,18987,2125,NA,
13/05/2024,ITALIAN,brunch,vegan,main,hot,COLD,gluten,lamb,steamed,France,Casual,missing,No,yes,independent,10898,19454,819,6477,-999,missing,5183,,16697,8735
2024-08-26, FRENCH ,snack,halal,Sweet,fiery,Hot,nuts,beans,GRILLED,greece,CASUAL,Compostable,Yes,NO,fine_dining,NA,6807,726,5698,NaN,£1327,1636,"13,244",19719,13184
2024-06-24,greek,LUNCH,halal,SWEET,mild,cold,gluten,pork,STEAMED,france,birthday,Compostable,YES,yes,fine dining,"14,274",4900,4865,284,12317," 9,465",864,6832," 4,236",12403
2021-06-02,indian,lunch,vegetarian,drink,hot,Cold,nuts,missing,baked,china,formal,plastic,no,NA,FINE DINING," 9,622",5029,5682,£8820,missing," 3,093",1858," 1,626",17239,"17,932"
2022-08-01,mexican,dinner,gluten-Free,Main,FIERY,HOT,none,chicken,grilled, Greece ,Holiday,metal,Yes,, FRANCHISE ,£7526,12396,258," 7,015",2376,4980,7261,£6708,18256,4716
2023-04-19,INDIAN,dessert,kosher,NA,mild,cold,Fish,NA,-999,china,FORMAL,NA,no,No,NA,,£19010,2784,549,£19439,8166,14464,,NaN,£7820
-999,GREEK,Snack,VEGETARIAN,DRINK,Hot,cold,nuts,lamb,RAW,China,formal,Paper,NO,Yes,independent,8991,"18,721",6249,5,4567,16924," 5,821",16725,5486,2247
12/06/2021,-999,dinner,vegetarian,Sweet,fiery,cold,egg, beans ,raw,China, casual , plastic ,missing,missing,streetFood,NaN,£996,£6481,£11749,7646,NA,NA,11033,3624," 1,701"
"Nov 22, 2023",NA,breakfast,vegetarian,side,Mild,cold,-999,Tofu, Baked ,FRANCE,Holiday,plastic,-999,yes, streetFood ,4247,13639," 1,573",£16464,£18638,100,18667,4348,£1770,14981
06/10/2023,indian,lunch, Keto ,-999,fiery,Room Temp,,chicken,grilled,FRANCE,NA,plastic,no,NO,Franchise," 7,476",missing,missing,3111,missing,missing," 1,599",446," 3,891",14181
missing,italian,dinner, kosher ,Sweet,fiery,Hot,dairy,pork,grilled,italy,HOLIDAY,paper,NA,Yes,streetFood," 8,217",NaN,-999,6385,18375,14294,NaN,NA,12662,5485
27/10/2023,mexican,snack,halal,SIDE,fiery,room temp,missing, Lamb ,raw,MEXICO,casual,metal,NaN,YES,fast_food,9254,16149,12385,19692,15405,£11251,£10576,15738," 8,825"," 8,208"
10/07/2023,NaN,breakfast,vegan,,Mild,,Gluten,Beef,Fried,greece,FORMAL,METAL,no,missing,NaN,2863,8770,£16802,12751,13570,7379,13955,"10,376",15059,11435
2022-08-27,mexican,brunch,halal,Drink,FIERY,hot,Nuts,Tofu,RAW,france,Holiday,compostable,no,no,street food,£8641,17800,8178,£12170,"17,935","11,871",13132,10736,£9511,8582
2021-10-19,Greek,NA,halal,Side,HOT, Room Temp ,soy,tofu,STEAMED,greece,BIRTHDAY,compostable,yes,no, streetFood ,10966,9674," 7,992",14843,"12,216",NaN,£6856,   436,"12,974"," 2,763"
2022-12-19,mexican,missing,VEGAN,side,Fiery,Room Temp,egg,chicken,fried,china,Casual,compostable,no,no,franchise,£15049,missing,,244,10355,8065,14757,18873,5409,8772
"Jan 21, 2021",indian,lunch,gluten-Free,SIDE,FIERY, Room Temp ,dairy,lamb,GRILLED,italy, birthday ,Glass,no, No ,street food,missing,15852,12758,5248,NaN,£9182,2419,2762,1031,12695
2024-12-02,chinese,lunch,GLUTEN-FREE,SWEET, HOT ,roomTemp,Soy,PORK,grilled,greece,Birthday,COMPOSTABLE,yes,yes,fine_dining,£5487,"11,436","19,342",9344,14443,"15,356",15915,"16,635",7331,9741
20/05/2022, indian ,DINNER,VEGETARIAN,starter,fiery,Hot,dairy, CHICKEN ,grilled,mexico,Casual, PLASTIC ,NO,yes,franchise,"19,272",14380,,8076,11427,2437,6840,3563,2603,680
21/07/2021,italian,Dessert,Halal,DRINK, fiery ,hot,dairy,BEEF,RAW,,birthday,paper,yes,no,,10435,16613,£12733,3594,"16,473"," 2,001",6569,14559,14137,"16,080"
02/02/2022,indian,Dinner,Keto,Sweet,-999,Room Temp,NaN,beans,,NaN,holiday,Paper,yes,NO,street_food,18563,14256,-999," 9,769",15001,11103,£4989,,"10,181",1017
2022-12-20,NaN,dessert,,main,Hot,cold,NUTS,chicken,-999,MEXICO,missing,Paper,NA,yes,,"14,616",   938,£14835,5244,11725,£16737,19202,-999,5559,£17736
2023-09-07,chinese,snack,halal,NA,FIERY,hot, egg ,chicken,Steamed,mexico,holiday,NaN,NO,yes,,16365,£14290,£4451,5771,NA,13718,£16836,6088,"15,784",12372
"Jun 26, 2023",French,dinner,halal,SWEET,mild,roomTemp,egg,,,india,Casual,COMPOSTABLE,yes,YES,fine dining,"10,297",18217," 5,448",£17586,9514,£3826,£6512,"19,582",8681,1530
2023-05-30,NA,missing,Vegan,Starter,hot,hot,egg,pork,BAKED,France,formal,PAPER,No,no,missing,NA,19642,,"15,374"," 6,307",1883,£16431,12662," 2,731",19386
27/01/2022,greek,lunch, vegetarian ,side,fiery,ROOM TEMP,fish,Pork,grilled,CHINA,formal,Paper,no,NO,Fast Food,19777,£15366,NA,250," 7,056",19392,7306,7918,340,17186
15/02/2023,french,breakfast,Kosher,main,MILD,roomTemp, nuts ,beef,GRILLED,italy,holiday,PLASTIC,no, no ,street_food,3350,13459,5590,13851,16012,£6576,£5393,"14,043",16995,7217
13/01/2023,chinese,BRUNCH,Gluten-Free,Drink,mild,HOT,gluten,pork,STEAMED,greece,holiday,compostable, YES ,Yes,,£18662,£13359,8247,£2148,NaN,,NaN,£4843,8477,15289
2021-07-09,greek, Brunch ,Vegan,drink,mild,cold,missing,lamb,NaN, GREECE ,BIRTHDAY,compostable,YES,NaN,independent,724,5512,£4716,"13,126",£12819,£19240," 3,120",7939,12284,3238
18/03/2021,Greek,SNACK,keto,sweet, hot ,Hot,gluten,BEANS,steamed,NaN,missing,plastic,-999,NaN,franchise,11848,4817,10755,NA,4887,"17,015","14,133",10291,NA,16583
13/10/2021,italian, breakfast ,gluten-free,DRINK,hot,room_temp, gluten ,chicken,-999,GREECE,casual, PLASTIC ,Yes,no,streetFood,11062,4590,18568,18692,NaN,13989," 5,152",NaN,1000,18144
21/03/2023,French,dinner,NaN, Sweet ,mild,hot,Soy, chicken ,steamed,china,BIRTHDAY,Paper,yes,NA,STREET FOOD,13113," 9,103",-999,14130,7486,2661,12512,£9019,-999,17786
2024-12-19,,breakfast,NA,drink,fiery,cold,Fish,chicken,,CHINA,missing,glass,Yes, yes ,street_food,-999,10950,3475,16094,   221,1277,£10190,£3927,5107,£7068
"Oct 03, 2024",Mexican,dinner,vegan,MAIN,medium,Cold,egg, Beef ,baked,greece,formal,glass,YES, yes ,street food,NaN,443,714,-999,"15,981",£15776,3963,£9061,14308,£10688
07/04/2022,chinese,Dessert,KOSHER,side,MEDIUM,,gluten,NaN,-999,india,birthday,,no,no,NaN,£10069,10939,NaN,-999,1407,5485,£17002," 2,458",10144,£11394
2022-11-14,mexican,dinner,vegetarian,SWEET,MEDIUM,Room Temp,Egg,Pork,STEAMED,FRANCE, holiday ,glass,NA,yes,-999,1706,NaN,£16056,NaN,3190," 5,279",15924,5114,9318,504
2024-06-08,MEXICAN,DESSERT,keto,Main, medium ,ROOM TEMP,gluten,TOFU,missing,mexico,formal,PAPER,no,yes,Street Food,£18132,9408,£12064,£5534,NA,517,NA,£2547,£6337,"17,527"
2022-07-01,chinese,Snack,halal,Main,mild,hot,NONE, pork ,baked,mexico,NA,COMPOSTABLE,yes,NO,STREET FOOD,2440,missing,17118,18905,3426,12697,13706,17322,493,9729
29/11/2023,french,,gluten-free, side ,MILD,room temp,EGG,Beef,Grilled,France,FORMAL, glass ,Yes,yes,STREET FOOD,-999,12305,2143,NaN,14113,NA,16060,9592,£11979,880
28/04/2021,CHINESE,lunch,keto,side,,cold,Dairy,lamb,fried,China,birthday,NaN,Yes,NaN,fast food,£11273,2372," 1,753",3761,£6949,6713,13907,4915,£3198,£14702
07/10/2024,INDIAN,brunch, gluten-Free , starter ,missing,Hot,soy,NaN, STEAMED ,Mexico,Holiday,Compostable,no,YES,franchise,4537,13325,16363,17316,"15,597",NaN,956,6794,7744,13859
16/01/2023,Greek,Brunch, vegetarian ,Drink, mild , room_temp ,dairy,Beef,RAW,-999,birthday,glass, yes ,yes,NaN,15661,7316,16518," 5,256",3403,16551,missing,583,-999,£2978
"Aug 09, 2023",mexican,breakfast, VEGETARIAN ,sweet,Medium,Room Temp,-999,chicken,Baked,france,formal,plastic,yes, yes , independent ,£7578,19031,missing,,-999," 3,136",-999,NA,18429,17400
2023-11-06,MEXICAN,snack,vegan,Drink,NA,ROOM TEMP,egg,CHICKEN,Fried,india,NaN,METAL,YES, no ,fine dining,NA,11033,4357,NA,2500,16139,,3463," 1,370",10429
2022-02-01,MEXICAN,,gluten-free, Side ,FIERY, roomTemp ,soy,LAMB, raw ,france,FORMAL,compostable,yes,no,FRANCHISE,9615,14065,18266,15994,£11335," 8,145",14691,10715,3192,£6731
2024-07-19,greek,Lunch,gluten-Free,STARTER,mild,Hot,Nuts,chicken,FRIED,-999,formal,plastic,Yes,yes,Street Food,£1211,6693,1870,12452," 3,946",£17482,-999,15207,15617,14770
2024-08-22,chinese,lunch,NaN,starter,fiery,room_temp,GLUTEN,tofu,steamed,China,birthday,PAPER,no,yes,fast_food,15504,,7296,"19,091",12392," 4,150",4540,9894,9241,£507
2024-06-06,INDIAN,lunch,HALAL,MAIN,mild,Room Temp,Nuts,chicken,Baked,greece,casual,PAPER,NO,no,INDEPENDENT,18564,"11,303",£5898,£17805," 7,760",11721,£9654,1634,£137,£8538
28/03/2023,INDIAN, BREAKFAST ,halal,sweet,medium,room temp,fish,BEEF,STEAMED,mexico, Holiday ,NA,missing,no,Fast Food,15818,£9055,6343,17062,11613,16781,13853,11272,14667,
"Mar 25, 2024",indian,NA,kosher,Side,hot,-999,nuts,Lamb,RAW,india,FORMAL,COMPOSTABLE,no,no,missing,18125,15122,11777,£5091,7409,16976," 1,091",10287,5480,
,french,breakfast,vegan,drink,FIERY,roomTemp,Gluten,pork,fried,NaN,CASUAL,Paper,yes,NO,STREET FOOD,8017,10313,"13,152",11595,19324,16360," 6,198",1555,3299,£16674
28/03/2024,mexican,DESSERT,keto,MAIN,fiery,cold,Nuts, tofu ,BAKED,NaN,Casual,COMPOSTABLE,,No,streetFood,£1189,19835,6822,13178," 7,492",-999,15902,,8614,16661
01/02/2023,MEXICAN,Brunch, Vegan ,sweet,Mild,-999,Nuts,chicken,NA,china,NaN,glass,yes,no,Independent,6238,15675,10868,NaN,16877,£13743,922,"15,176",6295,3719
10/08/2024,French,dessert,keto,MAIN,fiery,COLD,soy,pork,raw,GREECE,BIRTHDAY,glass,No,no, franchise ,17793,14077,7296,15465,11813,-999,11751,"19,717",2937,£16389
2022-09-03,mexican,DESSERT,HALAL, SIDE ,fiery,roomTemp,EGG,chicken,BAKED,france,Holiday,Glass,no,no,street food,17590,"15,054",3923,£7818,97,NaN,18250,6708,,19055
"Dec 11, 2023",french,LUNCH, gluten-Free ,side,medium,room temp,DAIRY,beef,BAKED,china,,NA,-999, yes ,missing,6263,17479,6208,19348,17697,NA,15884,17104,4532,63
21/08/2022,Indian,Snack,kosher,SIDE,hot,HOT, fish ,Chicken,steamed,greece,Formal,compostable,YES,yes,franchise,£7457,7438,NA,£7379,7807,£6867,16820," 9,460"," 1,878",10110
2023-01-16, indian ,LUNCH,keto, drink ,hot, cold ,Soy,lamb,GRILLED,China,,,no,,Street Food,£6415,1878,16180,£2284,£18800,missing,,18709,NaN,NA
16/08/2022,Mexican,Brunch,halal,drink,NaN,hot,Egg,lamb,grilled,france,FORMAL,GLASS,Yes,Yes,street food,5448,£11445,£8352,2612,10713,-999," 7,914",3601,£18328,13300
2021-09-03,greek,brunch,gluten-Free, MAIN ,Medium,Room Temp,dairy,Lamb,Raw,Greece,,NaN,YES,yes,Street Food,£4647,-999,7829,17830,NaN,18126,£19026,£697,9085,16639
09/10/2021,NaN,Brunch,vegetarian,drink,MILD, hot ,none,beans,baked,mexico,casual,plastic,yes,No,independent,"13,545"," 1,056",13448,-999,18837,NA,14999,16828,15875,630
"Aug 04, 2022",,breakfast,gluten-Free,main,Fiery,,soy,chicken,grilled,NaN,HOLIDAY,plastic,no,YES,Fine Dining,£1876,13800,11750,"16,551",5809,10530,3929,6197,"15,222",4793
"Jan 08, 2023",NA,BREAKFAST,Keto,sweet,FIERY,cold,soy,pork,-999,NA,holiday,GLASS,yes,YES,Fast Food,18139,"18,031",NaN,5632,10460,£8216,10770,,£6786,£16711
06/05/2023,italian, snack ,KOSHER,main,HOT,ROOM TEMP,soy,BEEF,NaN,india,holiday,plastic,,no,fast food,11898,"16,054",7820,3259,missing,"11,653",11361,,"17,422",7680
"Feb 09, 2023",-999,Brunch,halal,SIDE,hot,Hot,NaN,chicken,baked, france ,NA,metal,,missing,street_food,387,5403,13759,"17,399","14,548",2632,£11603,,12385,£9577
07/01/2022,mexican,DESSERT,KOSHER,drink,Medium,Cold,Soy,beef,Baked,Greece,BIRTHDAY,paper,Yes,No,independent,3732,2529,11254,£1806,6929,-999,£9397,£6523,4526," 2,102"
29/07/2021,chinese,snack,halal,sweet,Mild,cold, soy ,LAMB,steamed,china,birthday,Compostable,yes, yes ,fine_dining,7871,4454,£15162,10508,3558,5615,7824,£431,232,£17580
2024-09-13,INDIAN,snack,halal,sweet,hot,roomTemp,soy,chicken,raw,Greece,formal,compostable,yes,NA,Fast Food,3542,,2891,16273,13839,"15,740",NA,,16002," 8,181"
15/11/2021,Greek,,KOSHER,drink,hot,cold,FISH,lamb,steamed,Mexico,holiday,paper,NaN,Yes,street_food," 9,520","12,521",£7246,£6029,1609," 5,516",6706,18450,15865,£10553
2021-12-24,french,breakfast,Keto, Side ,NA,hot,FISH,tofu,RAW,INDIA,HOLIDAY,COMPOSTABLE,yes,yes,street_food,missing,5208,4226,£1225,18099,15143,,3001,18126,12023
2024-09-02,italian,snack,vegetarian,side,hot,cold,Soy,TOFU,NA,france,formal,glass,no,NO,Fine Dining,£7053,9158,£6714,4201,NaN,3522,12126,16918,14662,13590
19/09/2022,italian,NA,vegetarian,Side,medium,Room Temp,Dairy,beans,fried,GREECE,holiday,Glass,no,no,fastFood,£14378,3986,18464,-999,16922,£6577,£17034,NA,983," 5,409"
2022-12-08,indian, snack ,KOSHER, Drink ,Hot,cold,NUTS,pork,Grilled,missing,Casual,Compostable,Yes,YES,NA,missing,£9477,15489,7267,5275,13423,13440,17332,NaN,NaN
01/05/2022,greek,dinner,vegan,sweet,,,SOY,chicken,RAW,GREECE,birthday,PAPER,yes,Yes,Fine Dining,14613,£15752,4732,   453,5099,9290,17904,"18,667",15762,missing
30/01/2023,INDIAN,,KOSHER,SIDE,mild,hot,EGG,beans,raw,NaN,casual,compostable,Yes,No,fine_dining,10082,14457,NA,NaN," 9,592",14375,5387,935,11437,£17204
,french,dessert,halal,drink,hot,HOT,NONE,CHICKEN,FRIED,italy,birthday,glass,yes,no,fine_dining,19659,£9369,14116,2389,17230," 7,352"," 8,004",missing,488,3744
26/04/2023,indian,lunch,-999,Main,hot,Cold,missing,tofu,-999,greece,Holiday,plastic,no,no,FRANCHISE," 5,909",10867,NA," 7,513",11569,18699,4806,9237,14021,13734
2024-07-14,indian,BREAKFAST,gluten-free,main,MILD,cold,Fish,missing,NA,italy,birthday,,no,yes,INDEPENDENT,-999," 4,140"," 6,943",missing,£6846,£9678,£19975,7029,9414," 5,625"
2024-04-11,french, dessert ,halal, SIDE ,Hot,cold,SOY,Lamb,baked,india,birthday,plastic,No,no,independent,16075,3966,3106,£10665,,£8822,14337,-999,NA,6653
16/06/2021,missing,Dinner,gluten-free,drink,hot,Hot,soy,Tofu,STEAMED,india,holiday,Paper,missing,yes,street food,,18354,8959,18046,11764,10469,2211,NA,£1708,1103
05/08/2024,italian,LUNCH,vegan,drink, FIERY ,cold,none,Beans, grilled ,china,Birthday,glass,-999,NO,fast_food,16662," 9,635","17,145",1120,7731," 7,923"," 3,004"," 5,267",12215,17483
30/08/2023,French,DINNER,gluten-free,side,medium,HOT,soy,BEEF,fried,greece,holiday,paper,YES,no,Franchise,15171,£15509,"14,317",-999,6395,£236,2289,,2952,£4466
"Mar 06, 2022",italian,BRUNCH,Kosher,SIDE,FIERY,HOT,none,chicken,steamed,france,holiday,PAPER,No,no,STREET FOOD,19800,14252,£12101,2985,£1287,13557,6389,10229,"12,187",2485
05/12/2023,, breakfast ,KETO,side,Fiery,cold,EGG,TOFU,STEAMED,NA,casual,glass, No ,yes,Fine Dining,13669,2982,7978,4382,12290,7843,NaN,NA,8469,19570
"Feb 27, 2023",mexican,snack,gluten-free,NA,hot,Cold,Gluten, Pork ,raw,-999,casual, plastic ,NO, no ,independent,"10,663",£327,2995,19255,NA,18394,"11,861"," 1,119",£19888,NaN
"Dec 13, 2023",indian,LUNCH,VEGAN,main,MEDIUM,cold,soy,Pork,raw,NA, Birthday ,Compostable,no,yes,FINE DINING,16434,£16518,"16,084",£18843,13112,-999,17705,missing,1548,987
17/11/2021,mexican,breakfast,gluten-free,Starter,Fiery,cold,NUTS,beef,FRIED,mexico,casual,missing,no,NO,NA,81,NaN,"14,102",£4705," 5,434",10096,£5038,£17943,11793,"16,468"
"Jun 19, 2021",mexican,,gluten-Free,drink,hot,Cold,dairy,chicken,raw,india,NaN,Metal,no,yes,street_food,9228,-999,"19,062","17,105",17713,13031," 4,562"," 2,202",-999,9053
10/10/2024,french,SNACK,halal,Starter,,Cold,fish,beef,Grilled,china,HOLIDAY,plastic,no,NO,missing,10080,-999,£2498,9056,16741,8521,10581,£8036,£5907,£3762
16/10/2023,,NA,gluten-free,drink,FIERY,HOT,fish,lamb,fried,greece,NA,metal,yes,yes,FAST FOOD,£19839,-999,10554,5679,NA,11893,12940,16554,19571,2612
14/02/2022,Italian,SNACK,gluten-free,missing,NaN,room temp,Nuts,PORK,steamed,MEXICO,birthday,COMPOSTABLE,no,YES,NaN,NA,196,16011,£15768,6053,NaN,"15,502",3353,6360,6623
2021-11-27,indian,BRUNCH,halal,SIDE,mild,Hot,fish,Beef,grilled,italy,Casual, paper ,no,yes,independent,NaN,"16,261",96,5095,£3441,missing,14433,£7676," 2,123",6992
31/05/2022,chinese,snack,NaN,main,missing,COLD,fish,NaN, grilled ,greece,holiday,NaN,yes,yes,independent,628,," 6,871",1206,"11,804",15585,missing,£1239,NA,"18,121"
07/12/2023,French,dessert,vegetarian,Drink,medium,hot,SOY,lamb,baked,,missing,Compostable,no,Yes,fast food,18091,NaN,15188,706,missing,671,15225,12332,5283,12765
2022-10-31,INDIAN,breakfast,vegan,SIDE,fiery,hot, DAIRY , beans ,fried,Italy,BIRTHDAY,Compostable,no,Yes,STREET FOOD,9380,NaN,,5449,7053,£19345,£13756,1293,NA,18841
2023-01-10,French,missing,Keto,main,-999,HOT, SOY ,Beef,steamed,mexico,holiday,PAPER,YES,YES, STREET FOOD ,NA,17899,17179,11219,8695,19084,17417,,11732,16814
05/06/2021, chinese , Snack ,halal,NA,fiery, hot ,NA, beans ,FRIED,china,BIRTHDAY, glass ,no, yes ,franchise,NaN,14938,,£14108," 4,680",£15625,2822,missing,13828,307
15/01/2024, CHINESE ,brunch,gluten-free,Sweet, Fiery ,hot,gluten,-999,STEAMED,ITALY,CASUAL,glass,no,NO,FAST FOOD,7636,£18640,8923,£1360,1794,18955,1419,"11,276",3958,£10911
07/07/2021,chinese,brunch,Keto,side,fiery,cold,gluten,LAMB,fried,italy,formal,plastic,NO,NO,FINE DINING,£17463,5356,5066,19335,15600,8598,15141,"15,056",5101,NaN
2021-08-18,INDIAN,breakfast,-999,MAIN,hot,room temp,gluten,tofu,grilled,Italy,CASUAL, metal ,NO,no,FAST FOOD,7814,-999,,7315,17409,"10,343",10470,2404,17889," 3,991"
05/04/2021,italian,brunch,keto,main,missing,cold,Dairy,missing,raw, greece , HOLIDAY ,plastic,No,no,street food,£2542,8405,7166,NaN,6985,16413,NA,,19193,5035
2022-07-09,NaN, dinner ,VEGETARIAN,SIDE,hot,cold, None ,-999,steamed,india,birthday,metal, yes ,no, fastFood ,4206," 1,976",6766,,13712,2342," 1,400",12859,13125,11976
"May 16, 2023",french,BRUNCH,kosher,sweet,NA,NaN,Fish,lamb,Baked,greece,casual,PLASTIC,yes,NO,fine_dining,"13,049",6531," 5,871",NA,missing,1265,£13234,4699,7950,"14,594"
"Oct 03, 2022",Chinese,brunch,Kosher,sweet,MILD,hot,dairy,beans,fried,india,casual,compostable,no,no,franchise,£9485,10557,3070,1819,4549,"15,195",£9518,£5110,13246,9716
2024-09-15,CHINESE,lunch,vegetarian,main,mild,Room Temp,nuts,pork,raw,greece,NA,missing,yes,no,missing,11869,450,537,15576,£9319,18089,NA,2911,18511,2480
"Oct 17, 2021",indian, brunch ,halal,SWEET,MEDIUM,hot,fish, Lamb ,grilled,india,birthday,plastic,yes,no,fast_food,£4990,£7112,NaN,12940,6466," 1,316",-999,NaN,6031,NaN
"Nov 29, 2024",chinese,snack,KOSHER,sweet,Medium,missing,missing,Tofu,NaN,Italy,birthday,metal,No,YES,fast_food," 7,148",2499,345,9692,£4812,12218,6910," 6,156",£695,11130
"Apr 10, 2021",NA,DINNER,vegan,main,medium,hot,Fish,Beef,raw,china,CASUAL,Plastic, Yes ,no,independent,1783,5932,£15933,£10140,5811,   519,,6736,"18,890"," 7,118"
