DATE,sport, surface ,competition_level, Gender Cat ,SEASON,weatherCond,Venue Type,team_name,coach, League /,equipment brand, scoringMethod ,Time Slot,official count,broadcast net, attendance ,ticket £?,Game Time Min/,Possession %, Fouls ,shots,pass_accuracy_%,Yards,ERRORS,sponsorship £k/
14/08/2023, basketball ,Grass,international,MEN,pre-season,Snowy,Outdoor,bears,veteran,C-League,,,Night,5,espn,3890,5186,14636,-999,15904,"17,515",14731,3645,£1583,11951
2023-07-30, Football ,grass,Amateur,missing,NaN,hot,Outdoor,eagles,Rookie,c-League,wilson,RUNS,Night,5,nbc,18531," 8,645",7099,£18852,3355,1691,6589,16424,15192,18132
2024-08-15,Tennis,INDOOR,pro,Women,Playoffs,dry,outdoor,NA,interim,A-LEAGUE,wilson,missing,night,3,NaN,"14,812",12308,NA,827,19076,£4126,£6944,£7804,"14,617",16414
11/03/2024,NA,Indoor,international,women,Pre-Season, Windy ,indoor,NaN,rookie,a-League,adidas,goals,missing,4, nbc ,NA,"10,052",11788,9326,13895,12679,£7957,10431,£15842,6411
2024-03-18,FOOTBALL,road,pro,MEN,pre-season,SNOWY,Outdoor, lions ,ROOKIE,C-League,missing,points,EVENING,1,sky,7765,8010,19424,10637,missing,3570,8276,17876,NaN,4731
"Nov 12, 2021",cricket,SYNTHETIC,semi-pro,men,Pre-Season,-999,indoor,Sharks,missing,C-League,PUMA,Sets,Night,missing,espn,"19,454",8958,1733,16722,4614,-999,"10,747","19,954",5471,NaN
23/09/2023,FOOTBALL,Grass,semi-pro,women,regular,snowy,indoor,bears, ROOKIE ,B-League,adidas,points,EVENING,-999,Espn,16797,3622,4388,NA,£3248,£11979,£17751,£11131,2672,NA
26/07/2023,basketball,SYNTHETIC,international,missing,playoffs,DRY,outdoor,Lions,veteran,a-league,PUMA,RUNS,evening,3,nbc,17713,2087," 9,130",558,"10,954",19146,14339,7926,£19960,13015
09/06/2021,missing,NaN,Semi-Pro,MIXED,,snowy,indoor,bears,Veteran,B-LEAGUE,Puma,sets,EVENING,-999,NaN,13544,11382,NaN,4198,14635,8463,18393,£13252,14088,£16531
"Jul 27, 2022",RUGBY, synthetic ,international,mixed,regular,Wet,outdoor,Wolves,rookie,B-LEAGUE,adidas,missing,EVENING,5,nbc,13643,£14318,13791," 4,128",17687,missing,"16,007",4984,3161,£6957
10/10/2024,basketball,GRASS,-999,women,regular,HOT, outdoor ,bears,interim,a-League,PUMA, GOALS ,night,NA,NA,5078,2334,18301,19318,NaN,6512,missing,£19386,19142,2548
2021-07-13,cricket,hardcourt,Amateur,Mixed,-999,Wet,outdoor,sharks, veteran ,B-League,NIKE,runs,night,1,nbc,NaN,10784,16988,17634,NaN,19660,16867," 6,066"," 7,216",12985
2022-06-03,Running,clay,missing,men,pre-season,dry,outdoor,Eagles,rookie,c-league, PUMA ,points,afternoon,1,Espn,5825,-999,12256,8847,-999,£2996,7305,10213,15349,NA
2024-11-11,cricket,Synthetic,missing,men,regular,dry,INDOOR,,veteran,,nike,runs,afternoon,2,bbc,154,£1096,"16,546",£3811,6425,   386,140,9227,10868,13010
"May 11, 2024", Football ,synthetic,pro,women,Playoffs,windy,indoor,tigers,VETERAN,b-league,Puma,runs,Evening,3,Sky,1435,2359,7848,17619,8185,"14,633",14322,15622,missing,14345
"Jan 27, 2022",Cricket,indoor,PRO,women,regular,missing,indoor,sharks,VETERAN,C-League,wilson,goals,evening,5,sky,£9665,19660,15938,"11,099",268," 3,838","15,330",18654,NaN,
2024-12-10,Basketball,indoor,pro,Mixed, pre-Season ,WET,outdoor,TIGERS,veteran,missing,Wilson,runs,night,2,sky,14653,14707,9575,£4000,£4271,£14007,"14,165",19526,£6691,15409
28/07/2024,tennis,Grass,pro,men,-999,wet,indoor,Eagles,ROOKIE,missing,WILSON,goals,night,5,Bbc,16854," 1,985"," 4,294",£19611,-999,14622,13219,-999,£10675,missing
2024-04-02,Tennis,INDOOR,semi-Pro,men,REGULAR,hot,missing,Tigers,interim,NA,adidas,RUNS,Evening,2,bbc,NA,£5529,"16,813",NaN,11929,13095,£7822,£10502," 5,492",11590
"Sep 18, 2022",-999,road,NaN,NaN,PLAYOFFS,SNOWY,OUTDOOR, EAGLES ,rookie,a-league,adidas,points,Morning,3,Espn,-999,3981,3705,450,NA,£11216,2849," 2,576","18,990",11602
2023-02-10,running,clay,International,-999,Regular,snowy,OUTDOOR,eagles,INTERIM,C-League,wilson, Points ,MORNING,4,bbc,£14242,£18668,£3108,13823,NaN,12098,"17,890",7624,3242,9041
2021-03-23,tennis,hardcourt,semi-pro,mixed,playoffs,dry,outdoor,BEARS,NaN,c-league,puma,points,NIGHT,2,SKY," 5,430",5611,£12684," 8,024",2833," 2,775",6095,-999,£17960,2902
25/05/2024,Rugby,missing,pro,men,pre-season,HOT,-999,wolves,interim,c-league, puma ,runs,evening,2,sky,£5079," 2,471",£18712,7679," 2,784",1220,£365,12747,1507,NaN
"Jul 25, 2023",running,hardcourt,semi-pro,NaN,-999,dry,INDOOR,eagles,INTERIM,b-League,PUMA,,NIGHT,4,NaN,NaN," 9,795",8811,10581,12609," 1,343",£11902,   921,4017,16560
14/02/2023,Tennis,Synthetic,International,mixed,Regular,WET, indoor ,NA,rookie,c-league,NIKE,sets,Afternoon,,,6346,14458,,5324,9558,3305,14861,£7251,9514,NA
,Basketball,CLAY,,MIXED, REGULAR ,windy,outdoor,,interim,C-LEAGUE,wilson,runs,NIGHT, 4 ,,7245,18676,£938,£3988,NaN,£3465,2076,"12,291",11689,1212
2021-01-30,Rugby,road,amateur,missing,pre-season,NA, outdoor ,LIONS,Interim,NaN,NIKE,-999, afternoon ,1, bbc ,-999,£5106,missing,12894,17322,£11315,7914,12873,12927,3648
10/09/2021,Basketball,HARDCOURT,Amateur,missing,regular,hot,outdoor,bears,rookie,b-league,,runs,AFTERNOON,1,sky,8021,"13,721",,8102,2693,7738,£8005,11582,7826,15752
01/11/2023,cricket,ROAD,amateur,,playoffs,Wet,indoor,wolves,Interim,C-LEAGUE,NA,points,NIGHT,3,nbc,£10174,4031,17174,missing,1206,£4087,9594,"17,676",8986,19691
2024-03-27,football,indoor,Semi-Pro,mixed,playoffs,NaN,missing,sharks,-999,C-LEAGUE,nike,,morning, 2 ,sky,17810,6679,missing,6103," 4,686"," 7,011",10783,-999,NaN,19711
13/08/2024,rugby,road,international,NaN,playoffs,DRY,OUTDOOR,tigers,rookie, b-League ,ADIDAS,GOALS,Morning,1, Nbc ,14751,NA,5971," 7,176","18,820",191,   111,17483,17628,£7269
2024-09-08,NaN,GRASS,Semi-Pro,MEN,regular,WINDY,outdoor, sharks ,rookie,b-league, adidas ,Sets,-999,4,sky,751,3930,18449,£10033,17599,"11,647",£6981,"13,796",£5441,9282
02/11/2021, rugby ,GRASS,semi-pro,MEN,REGULAR, wet ,indoor,eagles,veteran,C-League,ADIDAS,Goals,afternoon,5,Espn,9356,£15168,8225,£1582,4381,NaN,£1620,NA,,13571
2021-05-07,CRICKET,indoor,semi-pro,women,NA,HOT,INDOOR,Lions,Rookie,b-league,puma,sets,afternoon,1,espn,18388,8678,13447,8240,"12,054",4290,12085,15563,,18517
08/04/2022,NaN,Indoor,SEMI-PRO,men,Pre-Season,wet,indoor,wolves,Rookie, B-LEAGUE ,adidas,SETS,evening,5, ESPN ,£5993,14012,-999,779," 9,570","16,779",NaN,8274,4854,NA
24/03/2024,CRICKET,NaN,International,Mixed,pre-Season,hot,OUTDOOR,NA,VETERAN,missing,nike,points,Morning,NA,ESPN,£1637,£16294," 9,998",NA,7831,£14078,19266,£1698,£17078,9740
2024-01-13,cricket,GRASS, amateur ,women,missing,snowy,outdoor,Eagles,VETERAN,B-League,nike,sets,night,3, espn ,"18,069",3315,NA,591,-999,"13,386",2124,15586,16871,missing
02/05/2021,cricket,SYNTHETIC,SEMI-PRO,men,PLAYOFFS,snowy,OUTDOOR,Bears,veteran, c-league ,puma,goals,afternoon, 5 ,Bbc,£1224,15504,10700,18306,"18,223",10057,missing,NA,5253,878
23/01/2023,basketball,synthetic,pro,women,NaN,wet,indoor,wolves,interim,B-LEAGUE,wilson,goals,evening,1,nbc,£9618,3376,2920,NA,19990,£16259,4369,13618,15961,15410
2024-11-26,missing,ROAD, amateur ,MEN,pre-Season,snowy,outdoor,tigers,NaN,b-League,adidas,sets,MORNING,1,nbc,NaN,15540,6153,3899,278,-999,14600,1540,5123,14618
"Feb 04, 2023",basketball,synthetic,missing,women,playoffs,wet,outdoor,LIONS,ROOKIE,B-League,Adidas,SETS,evening,4,espn,7738,"14,184"," 2,332","18,773",12976,14501,16017,£17975,5316,16337
06/10/2024,NaN,synthetic,missing, men ,pre-season,Wet,OUTDOOR,eagles,rookie,b-League,wilson,RUNS,morning,3,Nbc,NaN,18486," 1,610",NA,18803,NaN,£12574,2128,13873,9899
"Jul 14, 2022",Running,synthetic,pro,WOMEN,Playoffs,Wet,missing,Lions,INTERIM,C-League,missing,POINTS,EVENING,1,Nbc,5598,3964,17774,10538,8519,3913,£10298,"15,357",5869,-999
16/11/2022,cricket,NA,pro,MIXED,NA, windy ,Indoor,-999,rookie,c-league,Nike,runs,morning,4,ESPN,13910,14441,482,," 2,585",3737,19860,3669,£11064,12456
missing,Running,Indoor,Semi-Pro,men,NaN,hot,outdoor,bears,VETERAN,B-LEAGUE,PUMA,Goals,morning,NA,SKY,16830,missing," 9,601",-999,18277,17867,NaN,-999,8988,9896
2024-02-21,cricket,SYNTHETIC, pro ,women,PLAYOFFS,,indoor,eagles,Veteran,c-league,adidas,points,Morning,4,NBC,missing,£12310,16693,16485,18225,8913,£15122,16991,NaN,-999
2021-07-19, Rugby , SYNTHETIC ,missing,MIXED,Pre-Season,DRY,outdoor,sharks,missing,C-LEAGUE,PUMA, goals , Morning ,2,Espn,11684,4144,£17528,"13,841",missing,3656,NA,£4715,7195,missing
25/07/2022,football,synthetic,pro,women, pre-Season ,windy,indoor,bears, VETERAN ,b-league,adidas,runs,AFTERNOON,1,espn,349,12710,£19524,13281,2881,7861,1882,£3664,,missing
2023-03-20,tennis,road,semi-pro,men,playoffs,snowy,indoor,tigers,INTERIM,b-league,Puma,POINTS,evening,1,espn,"11,774",12564,NaN,£17190,£5848,4948,NA,13970,516,2656
"Jun 19, 2021",NaN,road,pro, women , playoffs ,snowy,outdoor,sharks,NA,c-League,adidas,GOALS,NIGHT,1,Sky,"17,107","10,947",15844,2856,5720,18819,£8234,4104," 5,747",£13930
2023-01-24, football ,grass,-999,women,pre-season,WINDY,outdoor,-999,Rookie,B-League,WILSON,NaN,Night,5,bbc,£17652,,"11,348","19,465",NA,NA,13479,2514,4987,-999
15/02/2021,cricket, road ,PRO,Mixed,PLAYOFFS,HOT,OUTDOOR,Eagles,veteran,B-League,adidas,Sets,-999,3,espn,13083,347,9893,8578,"14,818",8997,1814,3155,3315,6938
16/06/2024,RUNNING,Road,international,Men,pre-season,,OUTDOOR,EAGLES,NaN,B-LEAGUE,NaN,SETS,afternoon,2,espn," 2,910"," 8,515",6853,18570,£304,9302,6391,15700,19134,8947
2021-09-14,football,clay,pro,mixed,Regular,SNOWY,Outdoor,EAGLES,,a-league,nike, Runs ,night, 1 ,espn,6458,£6394,£5545,NA," 2,739",6520,10544,4759,£11986,
04/11/2021, running ,Clay,International,women,pre-Season,missing,indoor,Sharks,NA,a-league,nike,POINTS,morning,3,bbc,18846,NA,-999,18241,5385,6232,"11,563",1040,15229,9093
17/07/2021, cricket ,road,PRO,Women,Regular,hot,OUTDOOR,,NA,c-league,wilson, GOALS ,EVENING,5,espn,NA,"19,224",£10672,1471,3406,£1912,18432,£7092,14685,4195
18/01/2023,,CLAY,amateur, mixed ,PRE-SEASON,Windy,outdoor, bears ,rookie,A-League,adidas,NaN, afternoon ,-999,Sky,missing,6998," 9,092",-999,18769,18364,£16598,10014,£8916,"17,807"
2022-01-29,tennis,hardcourt,-999,missing,regular,Windy, INDOOR ,missing,Veteran,b-league,ADIDAS,missing,morning,3,sky,NA,12153,594,11232,9313,6196,15538," 4,357",19023,"14,163"
"Jun 18, 2023",RUNNING,hardcourt,NaN,women, Pre-Season , Wet ,outdoor,lions,VETERAN,a-league,NIKE,sets,morning,1,sky,£15983,NaN,"19,937",13523,3692,12570,14604,11504,13305," 3,011"
24/04/2022,missing,HARDCOURT,semi-Pro,MIXED,playoffs,Snowy,indoor,missing,interim,A-League,wilson,POINTS,night,4,sky,-999,7078,NaN,18186,-999,£9699," 8,648",,18337,14047
"Oct 15, 2022",Cricket,road,amateur, Men ,NaN,wet,outdoor,wolves,VETERAN,NA,Nike,GOALS,MORNING,1,espn,£13929,,2970,£18370,NA,£10404,NA,£13891,-999,11008
"Jan 03, 2024",Basketball,synthetic,Semi-Pro,MEN,regular,dry, Indoor ,tigers,Interim,c-league,adidas,points,AFTERNOON,2,espn,14188,£2387," 4,004",16584,15803,2804,15878,14762,4222,"14,972"
2022-01-24,cricket,clay,semi-pro,mixed, pre-Season ,WET,,sharks,-999,missing,nike,runs,MORNING,3,ESPN,£7496,"11,789",16988,17402,8590,3312,2093,missing,£13128,£8420
2023-04-03,BASKETBALL,grass,PRO,WOMEN,regular,Windy,OUTDOOR,sharks,ROOKIE,a-league,puma,NaN,afternoon,1,Nbc,   174,2149,18545,1480,"11,306",9402,3574,£7211,"11,140",15218
2021-04-27,CRICKET,grass,amateur,men,PRE-SEASON,missing, indoor ,lions,Interim,b-league,wilson, points ,night,4,NaN,15421,4349,12186,£561,4085,7774,NA,19290," 3,438",5000
13/03/2023,Football,Synthetic,International,mixed,regular,Dry,Outdoor,bears,rookie,B-LEAGUE,wilson,runs,, 1 ,nbc,16347,3615,5069,," 7,871",16851,12067,£17533,7576,5276
01/10/2021,cricket,Clay,international,WOMEN,pre-season,HOT,outdoor,Lions,Interim,b-league,puma,sets,afternoon,4,BBC,10612,17399," 7,045",£12000,NaN,14843,8338,NA," 2,105",£11715
2024-04-25,Tennis,road,NA, men ,-999,missing,outdoor,bears,INTERIM,A-League,NaN,POINTS,,5,sky,13524,"14,720",NA,£6029,11232,6924,18089,£15777,£7467,NaN
26/08/2022,TENNIS,synthetic,international,women,Playoffs,hot,Outdoor,bears,Rookie,b-league,-999,Runs,afternoon,4,espn,£15176,"10,262",4800,10570,1722,10570,3276,16376,369,17890
22/11/2023, basketball ,hardcourt,International,men,, snowy ,indoor,bears,veteran,a-league,NIKE,POINTS,evening,3,nbc,18836,missing,6331,14448,missing,12490," 7,113",£3649,15030," 6,835"
-999,BASKETBALL,road,Amateur,Men,NaN,NaN,OUTDOOR,tigers,NA,b-league, PUMA ,Goals,Morning,5,espn,,9732,8672,£4011,£10394,2515,16594,£8913," 8,664",5627
30/08/2024, TENNIS ,road, amateur ,women,pre-season,Wet,OUTDOOR,bears,Interim, b-League ,Wilson,goals,afternoon,1,Sky,15665,3659,missing,12837,625,£3797,15412,£13827,4379,15419
29/01/2022,Cricket,synthetic,pro,men,pre-season,Dry,Outdoor,Sharks,VETERAN,-999,missing,Goals, night ,5, Sky ,£18540,7945,£6692,5473,14555,"11,465",£16420,,£364,"17,005"
24/06/2024,cricket,Indoor, semi-pro ,Mixed, regular ,SNOWY,indoor,wolves,veteran,b-League,nike,runs,AFTERNOON,1,NA,9905,£16106,3709,696,"16,683","16,944"," 1,164",missing,18235,
14/04/2024, TENNIS ,grass,international, MIXED ,playoffs, SNOWY ,NA,eagles,veteran,c-League,puma,RUNS,EVENING,5,espn,"17,134",19536,13238,4030,7909,4393," 3,821",2645,NA," 7,046"
2022-03-09,tennis,indoor,amateur,mixed, regular ,Windy,outdoor,tigers,interim,a-league,WILSON,points,morning,4,Espn,£18002,9590,10254,1613,£15992,9295,5993," 2,699",£5917,12045
10/01/2024,missing,,amateur,MEN,pre-Season,DRY,indoor,eagles,veteran,b-League,Puma,,,2,espn,17276,£13703,"18,103",2116,12708,3488,NA,10108,-999,6993
-999,running,Synthetic,NaN, WOMEN ,Playoffs,hot,outdoor,bears,rookie,a-league,puma,Points,Night,2,espn,10101,£17041,11526,12830,7770,missing,11581,£2429,NA,NaN
15/01/2024,tennis,indoor,semi-pro,Mixed,pre-season,SNOWY,-999,NaN,interim,a-League,adidas,sets,morning,5, sky ,14544,3720,NA,missing,-999,4572,16663,12641,1857,11218
13/05/2023, running ,CLAY,PRO,men,regular,Dry,indoor, wolves ,Veteran,C-LEAGUE,Adidas, points ,evening,5,espn,16776,4928,£5313,£18917,"10,526",2064,10372,12666,NA,18346
08/08/2021,TENNIS,Clay,international,WOMEN,pre-season,Wet,indoor,bears,interim,a-league,puma,SETS,morning,2,BBC,14698,15270,16919," 8,599",5579,£6954,14473,NA,-999,19178
30/01/2022, FOOTBALL ,hardcourt,semi-Pro, WOMEN ,pre-season,hot,NA,NA,veteran,B-LEAGUE,Adidas,runs,-999,4,Sky,3122,NaN,1015,£5725,£2545,1630,19789,5079,11208,"17,372"
2023-09-10, Basketball ,-999, Semi-Pro ,men,PRE-SEASON,windy,Indoor,eagles,rookie,b-league,-999, sets ,morning,,bbc,7274,6120," 4,545",4952,£15001,2052,"17,177",9076,11215,2556
08/07/2021,-999,HARDCOURT,NA,WOMEN,playoffs,snowy,INDOOR,lions,rookie,a-League,wilson,sets,MORNING,3,nbc,2493,missing,£1119,5978,17175,2778,NaN,£10959,5816,-999
2021-08-29,NaN,Grass,semi-pro,MIXED,playoffs,snowy,OUTDOOR,sharks,veteran,NA,,points,NA,5,-999,8211,7449,9396," 3,487",missing,19316," 1,233",2790,2008,18343
NaN,NaN,ROAD,Amateur,Mixed,PRE-SEASON,hot,outdoor,lions, VETERAN ,C-LEAGUE,-999,Goals,EVENING,missing,nbc,11985,4440,"19,849",£17024," 1,634",£12648,"16,130",4311,13130,£4748
2024-07-23,rugby, Road ,semi-Pro, women ,Regular,snowy,indoor,tigers,INTERIM,b-league,puma,SETS,,5,bbc," 5,106",£3813," 2,381",8669,14597,£713,-999,NA,17288,1149
04/11/2024,cricket,road,Amateur,men,,Dry,indoor,eagles,interim,b-League, adidas ,sets,-999,5,NaN,11839,NA,£3074,missing,5305,4405,15400,7184,"10,003",9858
28/11/2024,cricket,,pro,women, playoffs ,Windy,indoor,,ROOKIE,a-League,NaN,RUNS,Morning,missing,espn,14034,-999,£15101,"15,858",NaN,5582,9605,5406,15338,5289
30/06/2023,CRICKET,,-999,women,pre-Season,dry,Outdoor,tigers,Rookie, a-league , nike , POINTS ,afternoon,2,Bbc,missing,14497,1076,£12790,14190," 8,761",8315,£17033,12072,6455
2024-06-15,-999,-999,international,missing,playoffs,wet,outdoor,NaN,INTERIM,B-LEAGUE,nike,goals,Evening,4,espn,NaN,£19776,NA,10841,10310,," 2,950",18610,-999,-999
11/06/2022,NA,indoor,INTERNATIONAL,Men,PRE-SEASON,wet,outdoor,Bears,, a-league ,wilson,-999,evening,2,NBC,NA,£18399,£15682,NA,1855,5736,13037,3709,,"17,889"
24/02/2022,running,HARDCOURT,Pro, women ,regular,hot,-999,Lions,interim,NaN,nike,goals,evening,4,bbc," 8,492",7420,9874,8005,19986,2973,13698,    19,missing," 7,358"
2024-04-28,RUGBY,Road,AMATEUR,NA,REGULAR,hot,outdoor,NA,interim,b-League,ADIDAS,SETS,NIGHT,1,nbc,12440,£16747,13095,5105,19314,3560,11528,16227,,2364
2023-03-02,RUGBY,hardcourt,Amateur,women,regular,hot,outdoor,sharks,Rookie,b-league,wilson,sets,night,2,espn,10439,9800,NA,556,12788,£13806,2889,1603,-999,2024
-999,football, ROAD , International ,,REGULAR,dry,outdoor,bears,Veteran,A-LEAGUE,adidas,runs,MORNING,3,Bbc,16692," 8,664",8178,2468,6431,NA,NA,3538,17719,16386
"May 16, 2024",CRICKET,NaN,semi-pro,men, REGULAR ,snowy,INDOOR,tigers,INTERIM,c-league,wilson,POINTS,Evening,5,,5657,1743,8602,"12,680",£19947,16650," 8,503",12303,19801,3790
28/09/2023,football,-999,Semi-Pro,women,Pre-Season,WET,indoor,sharks,rookie,B-League,NaN,points,EVENING,NaN,,12029,£4090,3730,1621,504,13162,£15588," 8,825",-999,14135
26/01/2021,-999,indoor,pro,women,-999,Wet,OUTDOOR, bears ,-999,A-LEAGUE,nike, sets ,Afternoon,5,Espn,£4632," 7,354",6792,255,16483," 1,158",580,£15235," 1,804",£16249
09/11/2021,basketball,grass,Semi-Pro,men,pre-season,dry,Outdoor,lions,VETERAN,NaN,puma, Runs ,afternoon,3, bbc ,17800,18489,"15,973",5373,9069,4813," 6,376"," 3,415",5902,12648
26/10/2023,tennis,missing,international,Women,regular,,indoor,Wolves,VETERAN,C-LEAGUE,Adidas, goals ,afternoon,1, Sky ,819,NaN,13836,£16166," 1,575",£6266,17008,1369,9255,13154
16/04/2022, football ,-999,PRO,MIXED,Playoffs,snowy,missing,lions,veteran,B-League,nike,NA,EVENING,2, sky ,missing,9818,15195,4706,NA,,£14794,13348,£15889,"14,818"
09/08/2021,BASKETBALL,Road,amateur,MEN,playoffs,wet,outdoor,lions,Interim,C-League,PUMA,Points,night,1,sky,£11145,4297,5713,16525,"15,399",3699,£12452,1060,-999,7990
2024-07-02,missing,Synthetic,-999, mixed ,regular,windy,outdoor,Tigers,Rookie,c-League,nike,points,Afternoon,5,sky,missing,10334,13874," 2,380",14017,19385,14015,990,16514,5353
20/05/2022,,HARDCOURT,semi-pro,mixed,playoffs,snowy,indoor,WOLVES,ROOKIE,a-league,puma,GOALS,evening,2, espn ,6206,7482,10701,-999,4413,14402,2463,13209,£7543,"15,542"
2024-11-07,FOOTBALL,hardcourt,amateur,men,playoffs,snowy,outdoor,NaN,veteran, a-League ,adidas, points ,Morning,NaN,espn,15323,"14,729","19,940",NA,£11511,15269," 4,780",6424,5730,12320
26/11/2023,missing,Indoor,Pro,women,regular,missing,Outdoor,wolves,missing,b-league,NA,Sets,afternoon, 3 , nbc ,£10921,6973,£12369,9394,£11600," 8,978",6715,74,11471,missing
08/01/2022,basketball,Road,PRO,missing,playoffs,windy,indoor,Eagles,NaN,c-league,adidas,sets, MORNING ,4,NaN,15571,£17735,    63,7308,4458,2389,9044,16291," 6,969",17119
14/07/2022,tennis,GRASS,Pro,mixed,regular,Dry,indoor,Lions,rookie,c-league,adidas,goals,AFTERNOON,5,BBC,£16834," 5,584",£10887,6662,-999,"11,144",NaN,5779,14289,13863
2023-04-30,missing,ROAD,Amateur,women,PLAYOFFS,wet,INDOOR,wolves,interim,,adidas,Runs,evening,3,NBC,8938,"10,462",missing,16000,12059,£4952,1666,9451,-999,12570
23/04/2021,running,synthetic,PRO,mixed,REGULAR,NaN,outdoor,wolves,rookie,c-league,adidas, POINTS ,afternoon,2, espn ,NaN,13280,7659,£11348," 3,910",6710,4469,3501,5274,13654
2023-12-18,,Road,PRO,MEN,REGULAR,dry,Indoor,Lions,Veteran,NaN,Puma,Runs,afternoon,5,Espn,NaN,-999,9346,12927,11852,339,£7584,13483,£4046,9786
"Mar 06, 2024",BASKETBALL,road,semi-pro,WOMEN,playoffs,DRY,indoor,bears,Veteran,b-League,adidas,runs, Evening ,2,nbc,£9462,6618,106,,6295,5417,£8656,"15,606",£6089,18035
2022-09-11,TENNIS,hardcourt,pro,Men,regular,DRY,NA,EAGLES,interim,A-LEAGUE,missing, GOALS ,NIGHT,5,bbc,£16614,£4004,    70,18411,6177,4793,16609," 6,737",-999,9430
NaN,tennis,synthetic,amateur,mixed,playoffs,windy,indoor,missing,NaN,b-league,Adidas,goals, evening ,5,nbc,£9986,13463,14604,£3082,missing,£18896,18427," 5,300",1254,"12,314"
15/04/2024,football,clay,Pro,men,REGULAR,Snowy,NaN,sharks,Interim,C-LEAGUE,Wilson,POINTS,-999,1,bbc," 4,479",NA," 9,196",11415,3774,5186,"16,428",14919,17055,13330
24/02/2023,football,INDOOR,pro,MIXED,NA,Dry,indoor,missing,interim,c-League,puma,goals,night,3,sky,13881,19098,-999,12692," 8,623",10419,missing,12567,13421,NaN
03/02/2023,Football,indoor,INTERNATIONAL,Mixed,regular, DRY ,outdoor,Lions,veteran,NA,puma, points , afternoon ,3,NBC,,missing,NA,£18859,£140,16605,18977,14298,3469,1690
24/06/2021,TENNIS,GRASS,,Women,regular,Snowy,missing,Wolves, Interim ,C-LEAGUE,Adidas,goals,afternoon,2,SKY," 5,366",NaN,£19832,£7579,11820,12753,"12,394","10,122",15693,"12,900"
26/03/2023,running,synthetic, international ,Women,pre-Season, Snowy ,Outdoor,EAGLES,NaN,a-league,wilson,Runs,,1,sky,£17473,10049,missing,19365,£2565,4605,-999,,£4468,2132
19/10/2023,rugby,grass,pro,men,playoffs,-999,-999, bears , interim ,a-league,PUMA,sets,morning,5,nbc,13124,9542,-999,1191,11113," 7,453",3980,7021,5206,17211
25/08/2022,TENNIS,,Pro,MIXED,Regular,-999,NA,sharks,interim,B-League,Adidas,sets,evening,4,espn,17165," 4,325"," 9,541",18676,16522," 2,064",£13416,"14,146",18576,-999
NA,BASKETBALL,indoor,NaN,NaN, regular ,Dry,indoor,WOLVES, interim ,c-league,adidas,points,Evening,1,NBC,13178,£16023,10651,4007,missing,7685,£19264,5738,-999,NaN
13/08/2024,football,indoor,NaN,women,NA,hot,outdoor,eagles,rookie,C-LEAGUE,Nike,Points, afternoon ,4,BBC,£19231,£2451,£5444,-999,£6222,2003,£16751,"10,433","10,876",8333
02/12/2024,running,clay,INTERNATIONAL,WOMEN,NA,Windy,indoor,eagles,rookie,missing,Adidas,goals,missing,1,BBC,5598,7698,6069,£8693,1653,18700,12512,"14,874",4984,8755
2023-09-27,basketball,synthetic,INTERNATIONAL,,NaN,windy,outdoor,Tigers,veteran, b-League ,ADIDAS,RUNS,night,3,Espn,6726,NaN,8539,9044,19224,NaN,7042,,14017,7911
2022-10-10,rugby,synthetic,amateur, MIXED ,pre-Season,windy,outdoor,EAGLES,Rookie,A-LEAGUE,,Points,afternoon,4,Sky," 3,803",19816,15181,18305," 8,718",14107,1000,16818,8596,6363
2023-09-13,rugby, CLAY ,international,MEN,REGULAR,DRY,indoor,Bears,rookie,c-League,puma,runs,evening,5,NA,18399,12944,"11,506",-999,15787,NaN,missing,4428,5127,£7770
"Jun 03, 2023",-999,grass,NaN,MEN,regular, WINDY ,INDOOR,sharks,missing, c-League ,wilson,points,morning,3, Sky ,NA,5006,17357,10217,18547,NA,2632,"16,043",16907,17827
2023-09-10,Tennis,ROAD,Pro,women,playoffs,wet,Outdoor,Tigers,rookie,a-League,Nike,GOALS,MORNING,2,espn,16005,14173,14781,2950,missing,18643,10321,,8106,3768
2022-07-05, basketball ,missing,AMATEUR,-999,Regular,hot,NA,Tigers,Interim,b-league,adidas,NaN,evening,2, nbc ,737,7731,6638,,10063,missing,15712,15475,18730,£13447
17/12/2022,rugby, GRASS ,semi-pro,men,PLAYOFFS,Wet,Outdoor,,rookie,a-league,adidas, sets ,morning,5,SKY,18868,2211,8583,-999,14842,-999,"12,062",£6037,£18686," 7,984"
"Jun 29, 2022",RUGBY,hardcourt,AMATEUR,women,NaN,snowy,Outdoor,wolves,INTERIM,c-league, wilson ,runs,MORNING,5, sky ,£13906,2682,"12,797",-999,missing,3392,8986,7787,12050,63
16/05/2022,Rugby,NA,Amateur,mixed,playoffs,DRY,INDOOR,SHARKS,Rookie,A-LEAGUE,adidas,sets,Morning,2,espn,2215,14559,£13686,5748,18045,13071,£9693,12360,15450,NaN
2024-11-06,NA,synthetic,AMATEUR,Women,playoffs,Snowy,Indoor,,Interim, a-League ,wilson,Runs,night,3, bbc ,11818,£3517,10633,£17564,£13431,7323,1429,£3934,"13,071"," 1,998"
09/01/2022,Cricket,NaN,NA,Mixed,REGULAR,hot,Outdoor,wolves,interim, c-league ,Puma,GOALS,morning,4,sky,744,missing,6298,"19,767",-999," 4,079",£6945,3696,8970,17442
